,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
86,86,NCEOGA_2013_5_14,14,D,North Carolina READY End-of-Grade Assessment,Which is a function of the cardiovascular system? (A) to move water throughout the body (B) to provide structural support for the body (C) to eliminate waste from the body (D) to transport gases throughout the body,Which is a function of the cardiovascular system? , to move water throughout the body , to provide structural support for the body , to eliminate waste from the body , to transport gases throughout the body,,"Question: Which is a function of the cardiovascular system?  (A)  to move water throughout the body  (B)  to provide structural support for the body  (C)  to eliminate waste from the body  (D)  to transport gases throughout the body. 
The correct response is: "," (C)  to eliminate waste from the body  
The cardiovascular system is responsible for eliminating waste from the"
87,87,Mercury_7080605,7080605,C,Mercury,Which section of Earth is composed primarily of liquid metal? (A) crust (B) mantle (C) outer core (D) inner core,Which section of Earth is composed primarily of liquid metal? , crust , mantle , outer core , inner core,,"Question: Which section of Earth is composed primarily of liquid metal?  (A)  crust  (B)  mantle  (C)  outer core  (D)  inner core. 
The correct response is: "," (D)  inner core 
The inner core is made primarily of liquid iron and nickel 
The other options are:  (A)  crust  (B)  mantle  (C)  outer core "
88,88,ACTAAP_2015_7_1,1,D,ACTAAP,Which statement best describes the effect deforestation has on Earth's atmosphere? (A) The amount of oxygen increases. (B) The amount of methane increases. (C) The amount of water vapor increases. (D) The amount of carbon dioxide increases.,Which statement best describes the effect deforestation has on Earth's atmosphere? , The amount of oxygen increases. , The amount of methane increases. , The amount of water vapor increases. , The amount of carbon dioxide increases.,,"Question: Which statement best describes the effect deforestation has on Earth's atmosphere?  (A)  The amount of oxygen increases.  (B)  The amount of methane increases.  (C)  The amount of water vapor increases.  (D)  The amount of carbon dioxide increases.. 
The correct response is: "," (D)  The amount of carbon dioxide increases. 
The deforestation"
89,89,Mercury_7100748,7100748,D,Mercury,"What type of galaxy most likely can be described as a large, flat disk surrounded by arms of stars and dust? (A) elliptical (B) irregular (C) ring (D) spiral","What type of galaxy most likely can be described as a large, flat disk surrounded by arms of stars and dust? ", elliptical , irregular , ring , spiral,,"Question: What type of galaxy most likely can be described as a large, flat disk surrounded by arms of stars and dust?  (A)  elliptical  (B)  irregular  (C)  ring  (D)  spiral. 
The correct response is: "," (D)  spiral 
The correct response is: (D)  spiral 
The correct response is: (D)  spiral 
The correct response"
90,90,TIMSS_2003_4_pg81,pg81,D,TIMSS,Which of these things will dissolve in water? (A) iron filings (B) wood chips (C) sand (D) sugar,Which of these things will dissolve in water? , iron filings , wood chips , sand , sugar,,"Question: Which of these things will dissolve in water?  (A)  iron filings  (B)  wood chips  (C)  sand  (D)  sugar. 
The correct response is: "," (D)  sugar 
The correct response is: (D) sugar 
The correct response is: (D) sugar 
The correct response is: (D) sugar 
The correct response is: (D) sugar "
91,91,Mercury_7071750,7071750,D,Mercury,Crustal plates that pull apart from one another most likely form (A) volcanic island arcs. (B) strike-slip faults. (C) oceanic trenches. (D) rift zones.,Crustal plates that pull apart from one another most likely form , volcanic island arcs. , strike-slip faults. , oceanic trenches. , rift zones.,,"Question: Crustal plates that pull apart from one another most likely form  (A)  volcanic island arcs.  (B)  strike-slip faults.  (C)  oceanic trenches.  (D)  rift zones.. 
The correct response is: "," (D)  rift zones.  
The correct response is: (D)  rift zones. 
The correct response is: ("
92,92,TIMSS_2007_8_pg29,pg29,D,TIMSS,Which food contains the highest percentage of protein? (A) rice (B) dates (C) carrots (D) chicken,Which food contains the highest percentage of protein? , rice , dates , carrots , chicken,,"Question: Which food contains the highest percentage of protein?  (A)  rice  (B)  dates  (C)  carrots  (D)  chicken. 
The correct response is: "," (D)  chicken 
The protein content of chicken is 35% 
The protein content of rice is 7% 
The protein content of dates is 1% 
The protein content of carrots is "
93,93,TIMSS_2011_8_pg66,pg66,A,TIMSS,What happens to the molecules of a liquid when the liquid cools? (A) They slow down. (B) They speed up. (C) They decrease in number (D) They decrease in size,What happens to the molecules of a liquid when the liquid cools? , They slow down. , They speed up. , They decrease in number , They decrease in size,,"Question: What happens to the molecules of a liquid when the liquid cools?  (A)  They slow down.  (B)  They speed up.  (C)  They decrease in number  (D)  They decrease in size. 
The correct response is: "," (D)  They decrease in size 
The molecules of a liquid will decrease in size when the liquid cools, as a result of the liquid becoming a solid. "
94,94,Mercury_7044188,7044188,D,Mercury,What repeating cycle is responsible for the four seasons that occur on Earth? (A) rotation of the moon (B) rotation of the Sun (C) revolution of the sun in the galaxy (D) revolution of the earth about the sun,What repeating cycle is responsible for the four seasons that occur on Earth? , rotation of the moon , rotation of the Sun , revolution of the sun in the galaxy , revolution of the earth about the sun,,"Question: What repeating cycle is responsible for the four seasons that occur on Earth?  (A)  rotation of the moon  (B)  rotation of the Sun  (C)  revolution of the sun in the galaxy  (D)  revolution of the earth about the sun. 
The correct response is: "," (D)  revolution of the earth about the sun 
The four seasons are a result of the Earth's axis tilted on its axis"
95,95,Mercury_SC_400603,400603,A,Mercury,An electrical component that has a continuous path for electrons to flow is called (A) a closed circuit. (B) an open circuit. (C) a filament. (D) a battery.,An electrical component that has a continuous path for electrons to flow is called , a closed circuit. , an open circuit. , a filament. , a battery.,,"Question: An electrical component that has a continuous path for electrons to flow is called  (A)  a closed circuit.  (B)  an open circuit.  (C)  a filament.  (D)  a battery.. 
The correct response is: "," (A)  a closed circuit 
The other options are:  (B)  an open circuit.  (C)  a filament.  (D)  a battery"
96,96,NCEOGA_2013_5_52,52,B,North Carolina READY End-of-Grade Assessment,Which body system processes foods into a useable source of energy? (A) circulatory (B) digestive (C) nervous (D) skeletal,Which body system processes foods into a useable source of energy? , circulatory , digestive , nervous , skeletal,,"Question: Which body system processes foods into a useable source of energy?  (A)  circulatory  (B)  digestive  (C)  nervous  (D)  skeletal. 
The correct response is: "," (B)  digestive  
The body system that processes food into a useable source of energy is the digestive system 
The other options are:  (A)  circulatory "
97,97,Mercury_SC_406724,406724,A,Mercury,A student is investigating in which type of soil a plant will grow best. Which should the student measure to answer the question? (A) height of the plants (B) weight of the soil (C) amount of water used (D) temperature of the room,A student is investigating in which type of soil a plant will grow best. Which should the student measure to answer the question? , height of the plants , weight of the soil , amount of water used , temperature of the room,,"Question: A student is investigating in which type of soil a plant will grow best. Which should the student measure to answer the question?  (A)  height of the plants  (B)  weight of the soil  (C)  amount of water used  (D)  temperature of the room. 
The correct response is: "," (A)  height of the plants  
The student should measure: The height of the plants 
The student is"
98,98,Mercury_7124093,7124093,B,Mercury,A roller coaster is climbing up the highest hill on its track. At which point will the front car of the coaster most likely have its greatest potential energy? (A) at the bottom of the highest hill (B) at the top of the highest hill (C) at the start of the track (D) at the end of the track,A roller coaster is climbing up the highest hill on its track. At which point will the front car of the coaster most likely have its greatest potential energy? , at the bottom of the highest hill , at the top of the highest hill , at the start of the track , at the end of the track,,"Question: A roller coaster is climbing up the highest hill on its track. At which point will the front car of the coaster most likely have its greatest potential energy?  (A)  at the bottom of the highest hill  (B)  at the top of the highest hill  (C)  at the start of the track  (D)  at the end of the track. 
The correct response is: ", (B)  at the top
99,99,Mercury_7168718,7168718,A,Mercury,The weight of an object can change because of the force that acts on that object. Which force causes the weight of an object to change? (A) gravitational (B) electrical (C) magnetic (D) friction,The weight of an object can change because of the force that acts on that object. Which force causes the weight of an object to change? , gravitational , electrical , magnetic , friction,,"Question: The weight of an object can change because of the force that acts on that object. Which force causes the weight of an object to change?  (A)  gravitational  (B)  electrical  (C)  magnetic  (D)  friction. 
The correct response is: "," (D)  friction 
The weight of an object can change because of the force that acts on that object. Friction is the force that acts in"
100,100,Mercury_SC_408344,408344,B,Mercury,"Henry learned that without the right kind of energy, plants cannot survive. What form of energy is used by plants to perform photosynthesis? (A) electrical (B) light (C) mechanical (D) wind","Henry learned that without the right kind of energy, plants cannot survive. What form of energy is used by plants to perform photosynthesis? ", electrical , light , mechanical , wind,,"Question: Henry learned that without the right kind of energy, plants cannot survive. What form of energy is used by plants to perform photosynthesis?  (A)  electrical  (B)  light  (C)  mechanical  (D)  wind. 
The correct response is: "," (B)  light 
The correct response is:  (B)  light 
The correct response is:  (B)  light 
The"
101,101,Mercury_SC_407164,407164,D,Mercury,The best explanation of why carnivores are dependent on plants is because they (A) need to consume plant matter. (B) use plants for shelter. (C) need carbon dioxide released by plants. (D) consume other animals that eat plants.,The best explanation of why carnivores are dependent on plants is because they , need to consume plant matter. , use plants for shelter. , need carbon dioxide released by plants. , consume other animals that eat plants.,,"Question: The best explanation of why carnivores are dependent on plants is because they  (A)  need to consume plant matter.  (B)  use plants for shelter.  (C)  need carbon dioxide released by plants.  (D)  consume other animals that eat plants.. 
The correct response is: "," (C)  need carbon dioxide released by plants 
The correct response is:  (C)  need carbon"
102,102,Mercury_SC_401780,401780,D,Mercury,A new moon occurs about every (A) day. (B) year. (C) week. (D) month.,A new moon occurs about every , day. , year. , week. , month.,,"Question: A new moon occurs about every  (A)  day.  (B)  year.  (C)  week.  (D)  month.. 
The correct response is: "," (D)  month. 
The correct response is: (D) month. 
The correct response is: (D) month. 
The correct response is: (D) month 
The correct response is: (D) month 
The"
103,103,MEA_2013_5_11,11,A,MEA,A scientist compares ancient animal tracks to modern animal tracks. Which conclusion is the scientist most likely to reach? (A) Some ancient animals and some modern animals walk on four legs. (B) Most ancient animals and most modern animals hunt animals for food. (C) The same animals that lived long ago also live today. (D) All animals can walk.,A scientist compares ancient animal tracks to modern animal tracks. Which conclusion is the scientist most likely to reach? , Some ancient animals and some modern animals walk on four legs. , Most ancient animals and most modern animals hunt animals for food. , The same animals that lived long ago also live today. , All animals can walk.,,"Question: A scientist compares ancient animal tracks to modern animal tracks. Which conclusion is the scientist most likely to reach?  (A)  Some ancient animals and some modern animals walk on four legs.  (B)  Most ancient animals and most modern animals hunt animals for food.  (C)  The same animals that lived long ago also live today.  (D)  All animals can walk.. 
The correct response is: ", (C) 
104,104,Mercury_SC_404974,404974,D,Mercury,One end of a metal rod is placed over a flame during an investigation. A thermometer is touching the opposite end of the metal rod. Which best describes what is happening during this investigation? (A) Convection carries heat to the thermometer. (B) Radiant energy warms the thermometer. (C) Mechanical energy from the flame carries heat to the thermometer. (D) Heat from the flame is conducted through the metal rod to the thermometer.,One end of a metal rod is placed over a flame during an investigation. A thermometer is touching the opposite end of the metal rod. Which best describes what is happening during this investigation? , Convection carries heat to the thermometer. , Radiant energy warms the thermometer. , Mechanical energy from the flame carries heat to the thermometer. , Heat from the flame is conducted through the metal rod to the thermometer.,,"Question: One end of a metal rod is placed over a flame during an investigation. A thermometer is touching the opposite end of the metal rod. Which best describes what is happening during this investigation?  (A)  Convection carries heat to the thermometer.  (B)  Radiant energy warms the thermometer.  (C)  Mechanical energy from the flame carries heat to the thermometer.  (D)  Heat from the flame is conducted through the metal rod to the thermometer.. 
The correct response is: ", (
105,105,Mercury_412695,412695,A,Mercury,"Which set of elements have chemical properties similar to those of phosphorus? (A) nitrogen, arsenic, and antimony (B) carbon, selenium, and iodine (C) silicon, sulfur, and germanium (D) silicon, sulfur, and chlorine",Which set of elements have chemical properties similar to those of phosphorus? ," nitrogen, arsenic, and antimony "," carbon, selenium, and iodine "," silicon, sulfur, and germanium "," silicon, sulfur, and chlorine",,"Question: Which set of elements have chemical properties similar to those of phosphorus?  (A)  nitrogen, arsenic, and antimony  (B)  carbon, selenium, and iodine  (C)  silicon, sulfur, and germanium  (D)  silicon, sulfur, and chlorine. 
The correct response is: "," (C)  silicon, sulfur, and german"
106,106,Mercury_7201058,7201058,D,Mercury,"Raising livestock, such as sheep and cattle, results in the production of large amounts of methane gas (CH4). Methane has the same effect in the atmosphere as carbon dioxide (CO2). As more livestock are raised to provide food for humans, what is the most likely effect of the increase in methane? (A) acid rain (B) ozone thinning (C) water pollution (D) global warming","Raising livestock, such as sheep and cattle, results in the production of large amounts of methane gas (CH4). Methane has the same effect in the atmosphere as carbon dioxide (CO2). As more livestock are raised to provide food for humans, what is the most likely effect of the increase in methane? ", acid rain , ozone thinning , water pollution , global warming,,"Question: Raising livestock, such as sheep and cattle, results in the production of large amounts of methane gas (CH4). Methane has the same effect in the atmosphere as carbon dioxide (CO2). As more livestock are raised to provide food for humans, what is the most likely effect of the increase in methane?  (A)  acid rain  (B)  ozone thinning  (C)  water pollution  (D)  global warming. 
The correct response is: ", (
107,107,Mercury_SC_409577,409577,B,Mercury,Dan knows the Earth is tilted 23.5° on its axis. Which is caused because of this tilt? (A) day can become night (B) different seasons occur (C) low tide can become high tide (D) the change in phases of the Moon,Dan knows the Earth is tilted 23.5° on its axis. Which is caused because of this tilt? , day can become night , different seasons occur , low tide can become high tide , the change in phases of the Moon,,"Question: Dan knows the Earth is tilted 23.5° on its axis. Which is caused because of this tilt?  (A)  day can become night  (B)  different seasons occur  (C)  low tide can become high tide  (D)  the change in phases of the Moon. 
The correct response is: "," (B)  different seasons occur  
The tilt of the Earth causes the different"
108,108,Mercury_7043890,7043890,B,Mercury,What happens to the water vapor in an air mass as it ascends? (A) It freezes. (B) It condenses. (C) It vaporizes. (D) It polarizes.,What happens to the water vapor in an air mass as it ascends? , It freezes. , It condenses. , It vaporizes. , It polarizes.,,"Question: What happens to the water vapor in an air mass as it ascends?  (A)  It freezes.  (B)  It condenses.  (C)  It vaporizes.  (D)  It polarizes.. 
The correct response is: "," (B)  It condenses 
The condensation process is when liquid droplets form from vapor, and this happens when the air mass ascends 
"
109,109,Mercury_SC_401331,401331,A,Mercury,"Melting, boiling, and freezing are examples of (A) physical changes. (B) chemical changes. (C) magnetic changes. (D) electrical changes.","Melting, boiling, and freezing are examples of ", physical changes. , chemical changes. , magnetic changes. , electrical changes.,,"Question: Melting, boiling, and freezing are examples of  (A)  physical changes.  (B)  chemical changes.  (C)  magnetic changes.  (D)  electrical changes.. 
The correct response is: "," (A)  physical changes.  
The correct response is:  (A)  physical changes. 
The correct response is:  (A)  physical changes. 
The correct response is"
110,110,AKDE&ED_2008_4_33,33,C,Alaska Dept. of Education & Early Development,"Many years ago, purple dye was made from some sea animals. Then, in 1856, William Perkins tried to make a new medicine. Instead, he found a way to make purple dye from coal. What is a positive effect of his discovery? (A) Some diseases can be treated. (B) Purple clothing can be made. (C) Sea animals are not needed to make purple dye. (D) Perkins is famous for discovering a new medicine.","Many years ago, purple dye was made from some sea animals. Then, in 1856, William Perkins tried to make a new medicine. Instead, he found a way to make purple dye from coal. What is a positive effect of his discovery? ", Some diseases can be treated. , Purple clothing can be made. , Sea animals are not needed to make purple dye. , Perkins is famous for discovering a new medicine.,,"Question: Many years ago, purple dye was made from some sea animals. Then, in 1856, William Perkins tried to make a new medicine. Instead, he found a way to make purple dye from coal. What is a positive effect of his discovery?  (A)  Some diseases can be treated.  (B)  Purple clothing can be made.  (C)  Sea animals are not needed to make purple dye.  (D)  Perkins is famous for discovering a new medicine.. 
The correct response is: ", (
111,111,Mercury_SC_402270,402270,D,Mercury,"On the Galapagos Islands, an iguana that lives in the water is most likely able to survive without competition from an iguana that lives on land because it (A) swims faster. (B) has a larger body. (C) has a tougher scaly skin. (D) has a different food source.","On the Galapagos Islands, an iguana that lives in the water is most likely able to survive without competition from an iguana that lives on land because it ", swims faster. , has a larger body. , has a tougher scaly skin. , has a different food source.,,"Question: On the Galapagos Islands, an iguana that lives in the water is most likely able to survive without competition from an iguana that lives on land because it  (A)  swims faster.  (B)  has a larger body.  (C)  has a tougher scaly skin.  (D)  has a different food source.. 
The correct response is: ", (D)  has a different food
112,112,MCAS_2005_8_17,17,D,MCAS,Which of the following is performed by the quality control division of a company that is manufacturing a chair? (A) applying the varnish (B) assembling the parts (C) cutting the material (D) inspecting the finish,Which of the following is performed by the quality control division of a company that is manufacturing a chair? , applying the varnish , assembling the parts , cutting the material , inspecting the finish,,"Question: Which of the following is performed by the quality control division of a company that is manufacturing a chair?  (A)  applying the varnish  (B)  assembling the parts  (C)  cutting the material  (D)  inspecting the finish. 
The correct response is: "," (D)  inspecting the finish  
The quality control division of a company that is manufacturing a chair will inspect the finish of the product"
113,113,Mercury_7239733,7239733,D,Mercury,Meiosis is a type of cell division in which germ cells divide to produce haploid cells. Where does meiosis occur? (A) brain cells (B) bone cells (C) muscle cells (D) ovary cells,Meiosis is a type of cell division in which germ cells divide to produce haploid cells. Where does meiosis occur? , brain cells , bone cells , muscle cells , ovary cells,,"Question: Meiosis is a type of cell division in which germ cells divide to produce haploid cells. Where does meiosis occur?  (A)  brain cells  (B)  bone cells  (C)  muscle cells  (D)  ovary cells. 
The correct response is: "," (D)  ovary cells 
The correct response is: (D)  ovary cells 
The correct response is:"
114,114,Mercury_7182963,7182963,C,Mercury,"When Dennis operates his lawnmower, he notices the engine makes a lot of noise. He also notices that the engine gets very hot. Which best describes the heat and noise generated from the lawnmower? (A) a change in phase (B) thermal expansion (C) an increase in entropy (D) mechanical advantage","When Dennis operates his lawnmower, he notices the engine makes a lot of noise. He also notices that the engine gets very hot. Which best describes the heat and noise generated from the lawnmower? ", a change in phase , thermal expansion , an increase in entropy , mechanical advantage,,"Question: When Dennis operates his lawnmower, he notices the engine makes a lot of noise. He also notices that the engine gets very hot. Which best describes the heat and noise generated from the lawnmower?  (A)  a change in phase  (B)  thermal expansion  (C)  an increase in entropy  (D)  mechanical advantage. 
The correct response is: "," (B) thermal expansion 
The heat"
115,115,Mercury_SC_416171,416171,B,Mercury,How does sweat on the skin help the body? (A) Sweat stops sunburn. (B) Sweat cools the body. (C) Sweat feeds the skin. (D) Sweat heals cuts.,How does sweat on the skin help the body? , Sweat stops sunburn. , Sweat cools the body. , Sweat feeds the skin. , Sweat heals cuts.,,"Question: How does sweat on the skin help the body?  (A)  Sweat stops sunburn.  (B)  Sweat cools the body.  (C)  Sweat feeds the skin.  (D)  Sweat heals cuts.. 
The correct response is: "," (B)  Sweat cools the body 
The body's cooling system is: sweat 
The"
116,116,MCAS_8_2014_13,13,D,MCAS,Carbon dioxide produced by cells is removed from the body primarily by which body system? (A) digestive (B) excretory (C) immune (D) respiratory,Carbon dioxide produced by cells is removed from the body primarily by which body system? , digestive , excretory , immune , respiratory,,"Question: Carbon dioxide produced by cells is removed from the body primarily by which body system?  (A)  digestive  (B)  excretory  (C)  immune  (D)  respiratory. 
The correct response is: "," (D)  respiratory 
The respiratory system is responsible for removing carbon dioxide from the body through exhalation 
The correct response is: (D"
117,117,MCAS_2003_8_5,5,A,MCAS,Which of the following is a necessary condition for a lunar eclipse to occur? (A) The Moon must be full. (B) The Moon must be waxing. (C) It must be the beginning of the month. (D) It must be winter in the Northern Hemisphere.,Which of the following is a necessary condition for a lunar eclipse to occur? , The Moon must be full. , The Moon must be waxing. , It must be the beginning of the month. , It must be winter in the Northern Hemisphere.,,"Question: Which of the following is a necessary condition for a lunar eclipse to occur?  (A)  The Moon must be full.  (B)  The Moon must be waxing.  (C)  It must be the beginning of the month.  (D)  It must be winter in the Northern Hemisphere.. 
The correct response is: "," (A)  The Moon must be full. 
The Moon must be full in order"
118,118,Mercury_SC_LBS10620,LBS10620,A,Mercury,Which would be best seen through a telescope? (A) a moon (B) a cell (C) a light ray (D) a molecule,Which would be best seen through a telescope? , a moon , a cell , a light ray , a molecule,,"Question: Which would be best seen through a telescope?  (A)  a moon  (B)  a cell  (C)  a light ray  (D)  a molecule. 
The correct response is: "," (A)  a moon  
The moon is the only one of these that is visible from Earth with a telescope 
The other options are:  (B)  a cell  (C)  a light"
119,119,Mercury_SC_405510,405510,D,Mercury,Which statement describes the formation of a delta? (A) A large mass of ice and snow accumulates. (B) A mound of sand is built by wind. (C) A low area of land is surrounded by mountains. (D) A mass of sediment is deposited at the mouth of a river.,Which statement describes the formation of a delta? , A large mass of ice and snow accumulates. , A mound of sand is built by wind. , A low area of land is surrounded by mountains. , A mass of sediment is deposited at the mouth of a river.,,"Question: Which statement describes the formation of a delta?  (A)  A large mass of ice and snow accumulates.  (B)  A mound of sand is built by wind.  (C)  A low area of land is surrounded by mountains.  (D)  A mass of sediment is deposited at the mouth of a river.. 
The correct response is: ", (D)  A mass of sediment is deposited at the
120,120,Mercury_SC_400611,400611,D,Mercury,"Over a long time, oil can form when layers of sediment push down on decomposing (A) trees. (B) animals. (C) fungi. (D) algae.","Over a long time, oil can form when layers of sediment push down on decomposing ", trees. , animals. , fungi. , algae.,,"Question: Over a long time, oil can form when layers of sediment push down on decomposing  (A)  trees.  (B)  animals.  (C)  fungi.  (D)  algae.. 
The correct response is: "," (A)  trees.  
The correct response is:  (A)  trees. 
The correct response is:  (A)  trees. 
The correct response"
121,121,Mercury_7068705,7068705,A,Mercury,Some plants need to be in an environment where water drains easily. Which type of soil content will best benefit these plants? (A) sand (B) shale (C) clay (D) silt,Some plants need to be in an environment where water drains easily. Which type of soil content will best benefit these plants? , sand , shale , clay , silt,,"Question: Some plants need to be in an environment where water drains easily. Which type of soil content will best benefit these plants?  (A)  sand  (B)  shale  (C)  clay  (D)  silt. 
The correct response is: "," (C)  clay 
The correct response is:  (C)  clay 
The correct response is:  (C)  clay 
"
122,122,TIMSS_2007_8_pg33,pg33,B,TIMSS,An animal has scales and uses only its lungs to exchange gases. What is the animal most likely to be classified as? (A) a fish (B) a reptile (C) a mammal (D) an amphibian,An animal has scales and uses only its lungs to exchange gases. What is the animal most likely to be classified as? , a fish , a reptile , a mammal , an amphibian,,"Question: An animal has scales and uses only its lungs to exchange gases. What is the animal most likely to be classified as?  (A)  a fish  (B)  a reptile  (C)  a mammal  (D)  an amphibian. 
The correct response is: "," (A)  a fish  
The animal described is likely to be a fish, as fish are characterized by having"
123,123,Mercury_SC_400610,400610,C,Mercury,Evidence of organisms that lived on Earth a long time ago would most likely be found in (A) crystals. (B) lava. (C) sedimentary rock. (D) metamorphic rock.,Evidence of organisms that lived on Earth a long time ago would most likely be found in , crystals. , lava. , sedimentary rock. , metamorphic rock.,,"Question: Evidence of organisms that lived on Earth a long time ago would most likely be found in  (A)  crystals.  (B)  lava.  (C)  sedimentary rock.  (D)  metamorphic rock.. 
The correct response is: "," (C)  sedimentary rock 
The sedimentary rock is formed from the sediment that has been compressed over time, and it contains"
124,124,Mercury_7213045,7213045,B,Mercury,"As temperatures increase, which process is responsible for increasing the amount of water vapor in the atmosphere? (A) ionization (B) evaporation (C) respiration (D) condensation","As temperatures increase, which process is responsible for increasing the amount of water vapor in the atmosphere? ", ionization , evaporation , respiration , condensation,,"Question: As temperatures increase, which process is responsible for increasing the amount of water vapor in the atmosphere?  (A)  ionization  (B)  evaporation  (C)  respiration  (D)  condensation. 
The correct response is: "," (B)  evaporation 
The evaporation process involves the transformation of liquid water into water vapor, so as temperatures increase, evaporation will also increase"
125,125,Mercury_SC_409682,409682,C,Mercury,Joey is making breakfast and pours a glass of milk over a bowl of dry cereal. Which best describes what Joey made for breakfast? (A) element (B) compound (C) mixture (D) solution,Joey is making breakfast and pours a glass of milk over a bowl of dry cereal. Which best describes what Joey made for breakfast? , element , compound , mixture , solution,,"Question: Joey is making breakfast and pours a glass of milk over a bowl of dry cereal. Which best describes what Joey made for breakfast?  (A)  element  (B)  compound  (C)  mixture  (D)  solution. 
The correct response is: "," (C)  mixture  
The breakfast that Joey made is a mixture because it contains both milk and cereal, which are two different"
126,126,ACTAAP_2013_7_14,14,D,ACTAAP,Sodium chloride is formed when sodium and chlorine chemically combine. Which term best describes sodium chloride? (A) mixture (B) element (C) solution (D) compound,Sodium chloride is formed when sodium and chlorine chemically combine. Which term best describes sodium chloride? , mixture , element , solution , compound,,"Question: Sodium chloride is formed when sodium and chlorine chemically combine. Which term best describes sodium chloride?  (A)  mixture  (B)  element  (C)  solution  (D)  compound. 
The correct response is: "," (D)  compound 
The correct response is: (D)  compound 
The correct response is: (D)  compound 
"
127,127,Mercury_7207078,7207078,C,Mercury,The temperatures in space vary from extremely cold to extremely hot. Earth's surface temperature is relatively stable. Which of these is most responsible for Earth's surface temperatures? (A) solar radiation reflected from the Moon (B) many volcanic eruptions near the Ring of Fire (C) the greenhouse effect in the atmosphere (D) plankton distribution in shallow ocean waters,The temperatures in space vary from extremely cold to extremely hot. Earth's surface temperature is relatively stable. Which of these is most responsible for Earth's surface temperatures? , solar radiation reflected from the Moon , many volcanic eruptions near the Ring of Fire , the greenhouse effect in the atmosphere , plankton distribution in shallow ocean waters,,"Question: The temperatures in space vary from extremely cold to extremely hot. Earth's surface temperature is relatively stable. Which of these is most responsible for Earth's surface temperatures?  (A)  solar radiation reflected from the Moon  (B)  many volcanic eruptions near the Ring of Fire  (C)  the greenhouse effect in the atmosphere  (D)  plankton distribution in shallow ocean waters. 
The correct response is: ", (
128,128,MSA_2012_8_29,29,A,MSA,"Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it (A) reduces air pollution (B) increases biodiversity (C) reduces sound pollution (D) increases ozone emissions","Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it ", reduces air pollution , increases biodiversity , reduces sound pollution , increases ozone emissions,,"Question: Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it  (A)  reduces air pollution  (B)  increases biodiversity  (C)  reduces sound pollution  (D)  increases ozone emissions. 
The correct response is: ", (
129,129,Mercury_402093,402093,A,Mercury,A dog rolls over and receives a treat. The dog rolls over again. This is an example of (A) learned behavior. (B) adaptive behavior. (C) inherited behavior. (D) instinctive behavior.,A dog rolls over and receives a treat. The dog rolls over again. This is an example of , learned behavior. , adaptive behavior. , inherited behavior. , instinctive behavior.,,"Question: A dog rolls over and receives a treat. The dog rolls over again. This is an example of  (A)  learned behavior.  (B)  adaptive behavior.  (C)  inherited behavior.  (D)  instinctive behavior.. 
The correct response is: "," (A)  learned behavior 
The dog rolls over because it has learned that doing so will result in a positive outcome, so it is an example of"
130,130,Mercury_178553,178553,D,Mercury,Which type of matter can be separated by physical means? (A) atom (B) element (C) compound (D) mixture,Which type of matter can be separated by physical means? , atom , element , compound , mixture,,"Question: Which type of matter can be separated by physical means?  (A)  atom  (B)  element  (C)  compound  (D)  mixture. 
The correct response is: "," (D)  mixture 
The correct response is: (D)  mixture 
The correct response is: (D)  mixture 
The correct response is: (D)  mixture 
The correct response is: (D) "
