,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
140,140,Mercury_SC_400679,400679,B,Mercury,Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating? (A) texture (B) hardness (C) color (D) streak,Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating? , texture , hardness , color , streak,,Question: Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating?  (A)  texture  (B)  hardness  (C)  color  (D)  streak. The correct answer is  ," (D)  streak.
Explanation:
The students are investigating the streak of the rocks by scraping them against a piece of quartz. The streak is the color of the mineral when it is scratched or rubbed against a rough surface, such as quartz. Therefore, the correct answer is (D) streak."
141,141,Mercury_7011760,7011760,A,Mercury,Twentieth-century research and development of vaccines significantly reduced the threat of (A) polio. (B) stroke. (C) diabetes. (D) osteoporosis.,Twentieth-century research and development of vaccines significantly reduced the threat of , polio. , stroke. , diabetes. , osteoporosis.,,Question: Twentieth-century research and development of vaccines significantly reduced the threat of  (A)  polio.  (B)  stroke.  (C)  diabetes.  (D)  osteoporosis.. The correct answer is  ," (A)  polio.

Polio, also known as poliomyelitis, is a highly infectious disease that can cause paralysis and even death. In the early 20th century, polio was a major public health threat, with outbreaks occurring regularly in many parts of the world. However, through the development of vaccines, the threat of polio has been significantly reduced. The first vaccine against polio was developed in the 1950s by Jonas Salk, and since then, numerous other vaccines have been developed, including inactivated, oral, and nasal vaccines. These vaccines have been widely used and have been instrumental in reducing the incidence of polio worldwide. As a result, the number of polio cases has decreased dramatically, and the disease is now considered to be a rare and largely eradicated in many parts of the world.




"
142,142,Mercury_7166145,7166145,B,Mercury,The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact? (A) taking in oxygen and transporting it to cells of the body (B) releasing hormones and transporting them to cells of the body (C) absorbing nutrients from food and transporting them to cells in the body (D) collecting waste products from the cells and transporting it out of the body,The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact? , taking in oxygen and transporting it to cells of the body , releasing hormones and transporting them to cells of the body , absorbing nutrients from food and transporting them to cells in the body , collecting waste products from the cells and transporting it out of the body,,Question: The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact?  (A)  taking in oxygen and transporting it to cells of the body  (B)  releasing hormones and transporting them to cells of the body  (C)  absorbing nutrients from food and transporting them to cells in the body  (D)  collecting waste products from the cells and transporting it out of the body. The correct answer is  , (B)  releasing hormones and transporting them to cells of the body. The circulatory system and the endocrine system work together to transport hormones from the endocrine glands to the cells of the body. The circulatory system provides the means for the endocrine system to transport hormones throughout the body.
143,143,Mercury_7030450,7030450,C,Mercury,Which would be a safe practice to exercise during laboratory investigations? (A) using open flames to heat all materials (B) keeping your cell phone on the laboratory countertop (C) knowing where your instructor/laboratory leader is at all times (D) removing your safety glasses when moving from station to station,Which would be a safe practice to exercise during laboratory investigations? , using open flames to heat all materials , keeping your cell phone on the laboratory countertop , knowing where your instructor/laboratory leader is at all times , removing your safety glasses when moving from station to station,,Question: Which would be a safe practice to exercise during laboratory investigations?  (A)  using open flames to heat all materials  (B)  keeping your cell phone on the laboratory countertop  (C)  knowing where your instructor/laboratory leader is at all times  (D)  removing your safety glasses when moving from station to station. The correct answer is  ," (C) knowing where your instructor/laboratory leader is at all times.  It is important to know the location of your instructor or laboratory leader at all times during a laboratory investigation to ensure that you can quickly and safely communicate any issues or concerns that may arise. This can include accidents, equipment malfunctions, or other emergencies that may require immediate attention. By knowing where your instructor or leader is, you can quickly locate them and receive the necessary assistance or guidance."
144,144,MCAS_2006_9_5,5,B,MCAS,"Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment? (A) They are replenished by sunlight. (B) They are cycled through ecosystems. (C) They are replaced by volcanic eruptions. (D) They are produced constantly from nutrients.","Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment? ", They are replenished by sunlight. , They are cycled through ecosystems. , They are replaced by volcanic eruptions. , They are produced constantly from nutrients.,,"Question: Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment?  (A)  They are replenished by sunlight.  (B)  They are cycled through ecosystems.  (C)  They are replaced by volcanic eruptions.  (D)  They are produced constantly from nutrients.. The correct answer is  "," (B) They are cycled through ecosystems.
Explanation:
Elements such as carbon and oxygen are not permanently removed from the environment because they are cycled through ecosystems. These elements are essential nutrients for living organisms, and they are constantly being passed from one organism to another through various biogeochemical processes. For example, carbon is cycled through the environment through the process of photosynthesis, in which plants absorb carbon dioxide from the atmosphere and convert it into organic compounds such as glucose. When these organic compounds are consumed by animals, they release carbon dioxide back into the atmosphere. Similarly, oxygen is cycled through the environment through the process of cellular respiration, in which cells convert glucose into energy, releasing oxygen as a byproduct. This oxygen is then released back into the atmosphere.
Option (A) is incorrect because while sunlight can help to replenish some elements, such as nitrogen, it is not a sufficient source of these elements to explain why they are not permanently removed from the environment.
Option (C) is incorrect because volcanic eruptions do not produce a significant amount of the elements that are used in organic molecules. While volcanoes do release gases such as carbon dioxide and water vapor, these gases are not a significant source of the elements that are used in organic molecules.
Option (D) is incorrect because while nutrients can contribute to the cycling of elements through ecosystems, they are not the primary source of these elements. Nutrients such as nitrogen and phosphorus are essential for plant growth, but they are not the source of the carbon and oxygen that are used in organic molecules."
145,145,Mercury_7247100,7247100,C,Mercury,Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need? (A) practicing space walking (B) counseling activities for tension (C) exercising to maintain strength (D) monitoring circadian rhythms,Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need? , practicing space walking , counseling activities for tension , exercising to maintain strength , monitoring circadian rhythms,,Question: Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need?  (A)  practicing space walking  (B)  counseling activities for tension  (C)  exercising to maintain strength  (D)  monitoring circadian rhythms. The correct answer is  ," (C)  exercising to maintain strength.
Explanation: During manned space flights, the body experiences microgravity, which can lead to muscle atrophy and bone loss. To counteract these effects, astronauts need to engage in physical exercise to maintain muscle and bone strength. Therefore, option (C) is the correct answer.
Option (A) is incorrect because while space walking is an important aspect of space missions, it is not directly related to maintaining muscle and bone health.
Option (B) is also incorrect because while counseling activities can help reduce stress, they are not directly related to maintaining muscle and bone health.
Option (D) is incorrect because while monitoring circadian rhythms is important for overall health, it is not directly related to maintaining muscle and bone health during space flights."
146,146,Mercury_7041563,7041563,B,Mercury,"Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies? (A) the Galaxy theory (B) the Big Bang theory (C) the Steady State theory (D) the Oscillating theory","Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies? ", the Galaxy theory , the Big Bang theory , the Steady State theory , the Oscillating theory,,"Question: Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies?  (A)  the Galaxy theory  (B)  the Big Bang theory  (C)  the Steady State theory  (D)  the Oscillating theory. The correct answer is  "," (B)  the Big Bang theory.

Answer: The correct answer is (B) the Big Bang theory.

The Big Bang theory is the leading explanation for the origin and evolution of the universe, and it states that the universe began as a densely packed sphere that exploded, forming clouds of gas and dust that condensed into galaxies. This theory is supported by a wealth of observational evidence, including the cosmic microwave background radiation, the abundance of light elements, and the large-scale structure of the universe.
The other theories mentioned in the question are not widely accepted or supported by observational evidence:

* The Galaxy theory, also known as the ""eternal universe"" theory, proposes that the universe has always existed in its current form and has undergone cycles of star formation and galaxy collisions. However, this theory does not explain the origins of the universe or the observed large-scale structure of the cosmos.
* The Steady State theory, proposed in the 1940s and 1950s, suggests that the universe is eternal and has always looked the same, with new matter being created in a steady state. However, this theory does not account for the observed evidence of the universe's expansion and the receding of galaxies.
* The Oscillating theory proposes that the universe undergoes cycles of expansion and contraction, with each cycle creating new matter and altering the large-scale structure of the universe. However, this theory is not supported by observational evidence and is considered a minority view among cosmologists.

In conclusion, the Big Bang theory is the most widely accepted and well-supported explanation for the origin and evolution of the universe, based on a large body of observational evidence and theoretical frameworks."
147,147,Mercury_7123445,7123445,A,Mercury,A scientific article about the universe will most likely describe the universe as (A) consisting of billions of galaxies. (B) being less than two billion years old. (C) containing approximately ten planets. (D) becoming smaller over time.,A scientific article about the universe will most likely describe the universe as , consisting of billions of galaxies. , being less than two billion years old. , containing approximately ten planets. , becoming smaller over time.,,Question: A scientific article about the universe will most likely describe the universe as  (A)  consisting of billions of galaxies.  (B)  being less than two billion years old.  (C)  containing approximately ten planets.  (D)  becoming smaller over time.. The correct answer is  ," (A) consisting of billions of galaxies.
The scientific consensus is that the universe is composed of billions of galaxies, each containing billions of stars. The most recent estimates suggest that there are between 100 billion and 200 billion galaxies in the observable universe. This number is based on observations of the cosmic microwave background radiation, which is thought to be a remnant of the Big Bang, and on observations of the distribution of galaxies in the universe.
The age of the universe is also well established through observations of the cosmic microwave background radiation and the distances to type Ia supernovae. These observations suggest that the universe is approximately 13.8 billion years old, with an uncertainty of about 100 million years.
There is no scientific evidence to support the idea that the universe is less than two billion years old, or that it contains only ten planets.
The size of the universe is also well established through observations of the cosmic microwave background radiation and the distances to type Ia supernovae. These observations suggest that the universe is approximately 93 billion light-years in diameter, with an uncertainty of about 10 billion light-years.
In summary, the scientific consensus is that the universe is composed of billions of galaxies, is approximately 13.8 billion years old, and is approximately 93 billion light-years in diameter."
148,148,Mercury_7041335,7041335,A,Mercury,Which of these traits is most influenced by environment? (A) weight (B) hair color (C) blood type (D) handedness,Which of these traits is most influenced by environment? , weight , hair color , blood type , handedness,,Question: Which of these traits is most influenced by environment?  (A)  weight  (B)  hair color  (C)  blood type  (D)  handedness. The correct answer is  ," (B)  hair color. Hair color is the most influenced by environment, as it can be influenced by genetics, sun exposure, and other factors such as stress levels. Weight, blood type, and handedness are less influenced by environment."
149,149,Mercury_SC_415352,415352,A,Mercury,Which is an inherited trait? (A) dimples (B) scrapes (C) short hair (D) dirty fingernails,Which is an inherited trait? , dimples , scrapes , short hair , dirty fingernails,,Question: Which is an inherited trait?  (A)  dimples  (B)  scrapes  (C)  short hair  (D)  dirty fingernails. The correct answer is  ," (A)  dimples. Dimples are an inherited trait, while the other options are not."
150,150,NYSEDREGENTS_2010_4_21,21,A,NYSEDREGENTS,Plants are producers because they (A) make their own food (B) can grow in soil (C) need water to grow (D) take in nutrients,Plants are producers because they , make their own food , can grow in soil , need water to grow , take in nutrients,,Question: Plants are producers because they  (A)  make their own food  (B)  can grow in soil  (C)  need water to grow  (D)  take in nutrients. The correct answer is  ," (B)  plants can grow in soil. Plants are able to grow in soil because they have the ability to take in nutrients from the soil and convert them into organic compounds through photosynthesis. This process allows them to produce their own food, making them producers."
151,151,Mercury_7056490,7056490,A,Mercury,"If the Earth rotated in the opposite direction, what would most likely occur? (A) The Sun would rise in the west. (B) The seasons would be reversed. (C) There would be more days in each year. (D) The phases of the Moon would last longer.","If the Earth rotated in the opposite direction, what would most likely occur? ", The Sun would rise in the west. , The seasons would be reversed. , There would be more days in each year. , The phases of the Moon would last longer.,,"Question: If the Earth rotated in the opposite direction, what would most likely occur?  (A)  The Sun would rise in the west.  (B)  The seasons would be reversed.  (C)  There would be more days in each year.  (D)  The phases of the Moon would last longer.. The correct answer is  "," (B)  The seasons would be reversed.  If the Earth rotated in the opposite direction, the Coriolis force, which is caused by the Earth's rotation, would be in the opposite direction. This would cause the air masses to move in the opposite direction, resulting in the opposite seasonal patterns. For example, instead of cold air masses moving south and warm air masses moving north, the opposite would occur. This would result in the opposite seasons occurring in each hemisphere."
152,152,Mercury_178710,178710,C,Mercury,A simple machine that has a mechanical advantage equal to 1 would most likely be used to (A) decrease effort. (B) decrease work. (C) change direction. (D) change resistance.,A simple machine that has a mechanical advantage equal to 1 would most likely be used to , decrease effort. , decrease work. , change direction. , change resistance.,,Question: A simple machine that has a mechanical advantage equal to 1 would most likely be used to  (A)  decrease effort.  (B)  decrease work.  (C)  change direction.  (D)  change resistance.. The correct answer is  ," (A) decrease effort.
Explanation: A simple machine that has a mechanical advantage equal to 1 would not change the effort required to perform a task. In fact, it would actually decrease the effort required, as it would allow a person to lift a heavier load with less effort. Therefore, option (A) is the correct answer."
153,153,MCAS_2004_9_4,4,A,MCAS,"What is the mass of an asteroid with a speed of 200 m/s and a momentum of 2,000 kg x m/s? (A) 10 kg (B) 1,800 kg (C) 2,200 kg (D) 400,000 kg","What is the mass of an asteroid with a speed of 200 m/s and a momentum of 2,000 kg x m/s? ", 10 kg ," 1,800 kg "," 2,200 kg "," 400,000 kg",,"Question: What is the mass of an asteroid with a speed of 200 m/s and a momentum of 2,000 kg x m/s?  (A)  10 kg  (B)  1,800 kg  (C)  2,200 kg  (D)  400,000 kg. The correct answer is  "," (B)  1,800 kg.

Answer:
The formula to calculate the mass of an object is:
m = v x Momentum / (2 x Acceleration)
where v is the velocity of the object, Momentum is the momentum of the object, Acceleration is the acceleration of the object, and x represents the multiplication operation.
In this case, the velocity of the asteroid is 200 m/s, and the momentum is 2,000 kg x m/s. The acceleration of the asteroid is not given in the problem, so we will assume it is 9.8 m/s^2 (which is the standard acceleration due to gravity on Earth).
Plugging in the values, we get:
m = v x Momentum / (2 x Acceleration)
m = 200 m/s x 2,000 kg x m/s / (2 x 9.8 m/s^2)
m = 1,800 kg
Therefore, the mass of the asteroid is 1,800 kg. The correct answer is (B) 1,800 kg."
154,154,AIMS_2008_4_13,13,C,AIMS,Which statement best explains the reason that electrical wires are made of copper? (A) Copper is strong. (B) Copper is flexible. (C) Copper is a conductor. (D) Copper is an insulator.,Which statement best explains the reason that electrical wires are made of copper? , Copper is strong. , Copper is flexible. , Copper is a conductor. , Copper is an insulator.,,Question: Which statement best explains the reason that electrical wires are made of copper?  (A)  Copper is strong.  (B)  Copper is flexible.  (C)  Copper is a conductor.  (D)  Copper is an insulator.. The correct answer is  ," (C) Copper is a conductor.  Electrical wires are made of copper because it is an excellent conductor of electricity. Copper has a high electrical conductivity, which means that it can efficiently carry electrical current. This property makes copper an ideal material for use in electrical wiring, as it allows the current to flow easily and efficiently through the wire. In contrast, other materials like aluminum or plastic are not as conductive, so they are not used for electrical wiring."
155,155,VASoL_2010_3_2,2,C,Virginia Standards of Learning - Science,Skunks spray a strong-smelling liquid to ___. (A) get rid of wastes (B) attract prey (C) defend themselves (D) help nearby plants grow,Skunks spray a strong-smelling liquid to ___. , get rid of wastes , attract prey , defend themselves , help nearby plants grow,,Question: Skunks spray a strong-smelling liquid to ___.  (A)  get rid of wastes  (B)  attract prey  (C)  defend themselves  (D)  help nearby plants grow. The correct answer is  , (C) defend themselves. Skunks have the ability to spray a strong-smelling liquid from their anal glands to deter predators or competitors. This defense mechanism is an important part of their survival strategy.
156,156,Mercury_SC_400380,400380,B,Mercury,A student suggests to the school board that they use a renewable energy source. The student suggests they use (A) coal. (B) wind. (C) wood. (D) natural gas.,A student suggests to the school board that they use a renewable energy source. The student suggests they use , coal. , wind. , wood. , natural gas.,,Question: A student suggests to the school board that they use a renewable energy source. The student suggests they use  (A)  coal.  (B)  wind.  (C)  wood.  (D)  natural gas.. The correct answer is  ," (B)  wind.
Explanation: The student suggests using wind as a renewable energy source because wind is a clean and sustainable source of energy that can be harnessed using wind turbines. It does not produce any emissions or pollutants, making it a more environmentally friendly option compared to coal, wood, or natural gas."
157,157,Mercury_7188965,7188965,B,Mercury,Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used? (A) circulatory (B) digestive (C) endocrine (D) nervous,Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used? , circulatory , digestive , endocrine , nervous,,Question: Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used?  (A)  circulatory  (B)  digestive  (C)  endocrine  (D)  nervous. The correct answer is  ," (B)  digestive. Peristalsis is the wave-like movement of muscles and organs in the digestive system that helps move food through the digestive tract. It is an important function of the digestive system, helping to break down food into smaller molecules that can be absorbed and utilized by the body."
158,158,AIMS_2008_4_6,6,A,AIMS,Meteorologists study weather. Which of the following should meteorologists know about? (A) types of fronts (B) types of fossils (C) types of circuits (D) types of adaptations,Meteorologists study weather. Which of the following should meteorologists know about? , types of fronts , types of fossils , types of circuits , types of adaptations,,Question: Meteorologists study weather. Which of the following should meteorologists know about?  (A)  types of fronts  (B)  types of fossils  (C)  types of circuits  (D)  types of adaptations. The correct answer is  ," (A) types of fronts.
Meteorologists study the weather and are responsible for understanding and predicting various weather phenomena, including fronts. A front is a boundary between two air masses of different temperatures and humidity levels, and can bring changes in weather such as rain, thunderstorms, or clear skies. Meteorologists should know about different types of fronts, including cold fronts, warm fronts, stationary fronts, and occluded fronts, as well as the characteristics of each type of front."
159,159,Mercury_SC_408426,408426,C,Mercury,"A black bear's diet includes nuts, berries, honey, insects, and fish. Black bears are (A) decomposers. (B) herbivores. (C) omnivores. (D) prey.","A black bear's diet includes nuts, berries, honey, insects, and fish. Black bears are ", decomposers. , herbivores. , omnivores. , prey.,,"Question: A black bear's diet includes nuts, berries, honey, insects, and fish. Black bears are  (A)  decomposers.  (B)  herbivores.  (C)  omnivores.  (D)  prey.. The correct answer is  "," (C)  omnivores. Black bears are omnivores because their diet includes both plants (nuts, berries, honey) and animals (insects, fish)."
160,160,Mercury_SC_405004,405004,B,Mercury,Ned learned that light is a source of energy. Which can only result from light energy? (A) an ice cube melting (B) a rainbow forming (C) water evaporating (D) thunder booming,Ned learned that light is a source of energy. Which can only result from light energy? , an ice cube melting , a rainbow forming , water evaporating , thunder booming,,Question: Ned learned that light is a source of energy. Which can only result from light energy?  (A)  an ice cube melting  (B)  a rainbow forming  (C)  water evaporating  (D)  thunder booming. The correct answer is  ," (B)  a rainbow forming.
Explanation:
Light is a form of electromagnetic radiation, and it has the ability to transmit energy from one location to another. When light energy is absorbed by an object, it can cause the object to heat up or change its state. For example, when light energy is absorbed by an ice cube, it can cause the ice to melt. Similarly, when light energy is absorbed by water, it can cause the water to evaporate.
However, light energy is not the only source of energy that can cause an object to melt or change its state. For example, heat energy from a stove or a fire can also cause an ice cube to melt. Similarly, pressure changes in the atmosphere can also cause water to evaporate.
Therefore, options (A) and (D) are not correct. Option (A) is incorrect because an ice cube melting is not a direct result of light energy. Option (D) is incorrect because thunder is not a source of energy that can cause an object to melt or change its state.
Option (C) is correct because light energy is a source of energy that can cause water to evaporate. When light energy is absorbed by water, it can increase the kinetic energy of the water molecules, causing them to transition from a liquid to a gas. This process is known as evaporation, and it is an important mechanism by which water is transferred from a liquid to a gas.
Therefore, the correct answer is (B) a rainbow forming."
161,161,Mercury_416580,416580,C,Mercury,A scientist was observing a unicellular organism over a period of time. He noticed that vacuoles kept moving to the same place in the plasma membrane to empty their contents outside the cell. Which organism was he observing? (A) amoeba (B) euglena (C) paramecium (D) volvox,A scientist was observing a unicellular organism over a period of time. He noticed that vacuoles kept moving to the same place in the plasma membrane to empty their contents outside the cell. Which organism was he observing? , amoeba , euglena , paramecium , volvox,,Question: A scientist was observing a unicellular organism over a period of time. He noticed that vacuoles kept moving to the same place in the plasma membrane to empty their contents outside the cell. Which organism was he observing?  (A)  amoeba  (B)  euglena  (C)  paramecium  (D)  volvox. The correct answer is  ," (C)  paramecium. Paramecia are ciliated protozoa that have a characteristic ""hunting"" behavior, where they move their cilia to create a current that helps them to move food particles towards their mouth. The vacuoles in paramecia are also known to move to the same place in the plasma membrane to empty their contents outside the cell."
162,162,Mercury_7212153,7212153,D,Mercury,A magnet can generate an electric current in a wire if the magnet is close enough to the wire and if the magnet is also (A) strong. (B) weak. (C) at rest. (D) in motion.,A magnet can generate an electric current in a wire if the magnet is close enough to the wire and if the magnet is also , strong. , weak. , at rest. , in motion.,,Question: A magnet can generate an electric current in a wire if the magnet is close enough to the wire and if the magnet is also  (A)  strong.  (B)  weak.  (C)  at rest.  (D)  in motion.. The correct answer is  ," (B)  weak.
Explanation: A magnet can generate an electric current in a wire if the magnet is close enough to the wire and if the magnet is moving relative to the wire. This is known as the ""electromagnetic induction"" effect. When the magnet is weak, it will not generate a strong enough magnetic field to induce a significant electric current in the wire.
So, the correct answer is (B) weak."
163,163,Mercury_SC_407796,407796,C,Mercury,Students visited a garden to observe hummingbirds. They wanted to find out if hummingbirds were more likely to visit colored flowers or white flowers. Which should the students do first for this investigation? (A) conclude that hummingbirds prefer white flowers (B) write a report about the kinds of flowers in the garden (C) observe hummingbirds at flowers and record the flower color (D) research the number of different hummingbirds that live in the garden,Students visited a garden to observe hummingbirds. They wanted to find out if hummingbirds were more likely to visit colored flowers or white flowers. Which should the students do first for this investigation? , conclude that hummingbirds prefer white flowers , write a report about the kinds of flowers in the garden , observe hummingbirds at flowers and record the flower color , research the number of different hummingbirds that live in the garden,,Question: Students visited a garden to observe hummingbirds. They wanted to find out if hummingbirds were more likely to visit colored flowers or white flowers. Which should the students do first for this investigation?  (A)  conclude that hummingbirds prefer white flowers  (B)  write a report about the kinds of flowers in the garden  (C)  observe hummingbirds at flowers and record the flower color  (D)  research the number of different hummingbirds that live in the garden. The correct answer is  ," (C) observe hummingbirds at flowers and record the flower color.
Explanation: To investigate whether hummingbirds are more likely to visit colored flowers or white flowers, the students should observe hummingbirds at flowers and record the flower color. This will allow them to observe the hummingbirds' behavior and note which flowers they are visiting. By doing this, the students can determine which flower color the hummingbirds are more attracted to."
164,164,Mercury_SC_408991,408991,D,Mercury,Carlos was playing on a slide on a sunny summer day. Which property of the slide tells Carlos how much energy the slide absorbed from the Sun? (A) the mass (B) the color (C) the height (D) the temperature,Carlos was playing on a slide on a sunny summer day. Which property of the slide tells Carlos how much energy the slide absorbed from the Sun? , the mass , the color , the height , the temperature,,Question: Carlos was playing on a slide on a sunny summer day. Which property of the slide tells Carlos how much energy the slide absorbed from the Sun?  (A)  the mass  (B)  the color  (C)  the height  (D)  the temperature. The correct answer is  ," (D)  the temperature. The temperature of the slide can be used to estimate the amount of energy it absorbed from the Sun. As the Sun heats the slide, the temperature of the slide will increase. The higher the temperature, the more energy the slide has absorbed from the Sun."
165,165,CSZ20679,CSZ20679,C,California Standards Test,"To express the distance between the Milky Way galaxy and other galaxies, the most appropriate unit of measurement is the     (A) meter. (B) kilometer. (C) light-year. (D) astronomical unit.","To express the distance between the Milky Way galaxy and other galaxies, the most appropriate unit of measurement is the     ", meter. , kilometer. , light-year. , astronomical unit.,,"Question: To express the distance between the Milky Way galaxy and other galaxies, the most appropriate unit of measurement is the      (A)  meter.  (B)  kilometer.  (C)  light-year.  (D)  astronomical unit.. The correct answer is  "," (C)  light-year.
The distance between the Milky Way galaxy and other galaxies is typically measured in light-years, which is the distance light travels in one year. The distance between the Milky Way and the nearest large galaxy, Andromeda, is about 770,000 light-years. Similarly, the distance between the Milky Way and the most distant observable galaxy, GN-z11, is about 13.4 billion light-years. Therefore, the most appropriate unit of measurement for expressing the distance between the Milky Way galaxy and other galaxies is the light-year."
166,166,Mercury_401246,401246,B,Mercury,Which is a force that keeps Earth in orbit around the Sun? (A) friction (B) gravity (C) radiation (D) magnetism,Which is a force that keeps Earth in orbit around the Sun? , friction , gravity , radiation , magnetism,,Question: Which is a force that keeps Earth in orbit around the Sun?  (A)  friction  (B)  gravity  (C)  radiation  (D)  magnetism. The correct answer is  ," (B) gravity. Gravity is the force that keeps Earth in orbit around the Sun. Friction, radiation, and magnetism do not play a significant role in keeping Earth in orbit."
167,167,Mercury_7110968,7110968,A,Mercury,Which best explains why population growth can result in water shortages and rationing in certain areas? (A) Aquifers recharge slowly. (B) Lake water is reserved for recreation. (C) Increasing biomass decreases evaporation rates. (D) Tall buildings impede the development of rain clouds.,Which best explains why population growth can result in water shortages and rationing in certain areas? , Aquifers recharge slowly. , Lake water is reserved for recreation. , Increasing biomass decreases evaporation rates. , Tall buildings impede the development of rain clouds.,,Question: Which best explains why population growth can result in water shortages and rationing in certain areas?  (A)  Aquifers recharge slowly.  (B)  Lake water is reserved for recreation.  (C)  Increasing biomass decreases evaporation rates.  (D)  Tall buildings impede the development of rain clouds.. The correct answer is  ," (C) Increasing biomass decreases evaporation rates.  Population growth can result in water shortages and rationing in certain areas because as the population grows, the demand for water increases, but the supply of water may not keep pace. One reason for this is that increasing biomass (such as buildings, roads, and other infrastructure) can reduce the amount of water that is available for use through evaporation. This is because the increased surface area of these structures can lead to increased evaporation rates, which can reduce the amount of water available for use. Additionally, population growth can lead to increased water use for irrigation, industry, and other purposes, further straining the available water supply."
168,168,Mercury_7084595,7084595,D,Mercury,The cycle of night and day on Earth is a result of (A) the Moon revolving around Earth. (B) Earth revolving around the Sun. (C) the Moon rotating on its axis. (D) Earth rotating on its axis.,The cycle of night and day on Earth is a result of , the Moon revolving around Earth. , Earth revolving around the Sun. , the Moon rotating on its axis. , Earth rotating on its axis.,,Question: The cycle of night and day on Earth is a result of  (A)  the Moon revolving around Earth.  (B)  Earth revolving around the Sun.  (C)  the Moon rotating on its axis.  (D)  Earth rotating on its axis.. The correct answer is  ," (B) Earth revolving around the Sun.

Answer: The correct answer is (B) Earth revolving around the Sun. The cycle of night and day on Earth is caused by the rotation of the Earth on its axis, which results in different parts of the planet facing towards or away from the Sun. The Moon does not revolve around the Earth, but rather orbits the Earth, causing the Earth to experience different phases. The Earth's rotation on its axis also plays a role in creating day and night, but it is the Earth's revolution around the Sun that primarily causes the cycle of day and night."
169,169,Mercury_7242900,7242900,C,Mercury,"When a small group of organisms colonizes a new habitat, the population may be genetically different from the parent population due to differences in allele frequencies. The process responsible for this is (A) natural selection. (B) disruptive selection. (C) genetic drift. (D) genetic equilibrium.","When a small group of organisms colonizes a new habitat, the population may be genetically different from the parent population due to differences in allele frequencies. The process responsible for this is ", natural selection. , disruptive selection. , genetic drift. , genetic equilibrium.,,"Question: When a small group of organisms colonizes a new habitat, the population may be genetically different from the parent population due to differences in allele frequencies. The process responsible for this is  (A)  natural selection.  (B)  disruptive selection.  (C)  genetic drift.  (D)  genetic equilibrium.. The correct answer is  "," (C)  genetic drift.
Explanation:
Genetic drift is the process by which the frequency of alleles in a population changes randomly over time, without any selective force. When a small group of organisms colonizes a new habitat, the population may be genetically different from the parent population due to differences in allele frequencies. This is because the founding population is a random sample of the larger population, and the smaller population may have a different genetic makeup than the larger population. As the population grows and evolves in the new habitat, genetic drift can lead to the fixation of alleles that are not present in the parent population, resulting in a genetically distinct population.
Natural selection is the process by which organisms with certain traits are better suited to their environment and are more likely to survive and reproduce, passing on those traits to their offspring. Disruptive selection is a type of selection that results in a skewed distribution of allele frequencies, often leading to the fixation of extreme phenotypes. Genetic equilibrium is the state in which the frequency of alleles in a population remains constant over time, without any changes in the population's genetic makeup.
Therefore, the correct answer is (C) genetic drift."
170,170,AIMS_2008_4_18,18,A,AIMS,Which of the following contains salt water? (A) oceans (B) raindrops (C) groundwater (D) polar icecaps,Which of the following contains salt water? , oceans , raindrops , groundwater , polar icecaps,,Question: Which of the following contains salt water?  (A)  oceans  (B)  raindrops  (C)  groundwater  (D)  polar icecaps. The correct answer is  ," (A) oceans.
Explanation: Salt water is found in oceans, but not in raindrops, groundwater, or polar icecaps. While raindrops may contain some dissolved salts, they are not primarily composed of salt water. Groundwater is typically freshwater, and polar icecaps are made up of freshwater ice. Therefore, the only option that contains salt water is (A) oceans."
