,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
135,135,AKDE&ED_2008_8_20,20,C,Alaska Department of Education and Early Development,What is a primary role of decomposers in an ecosystem? (A) They eliminate matter by taking nitrogen from the ecosystem. (B) They eliminate matter by taking phosphorus from the ecosystem. (C) They cycle matter by returning carbon and other matter to the ecosystem. (D) They cycle matter by returning oxygen and other matter to the ecosystem.,What is a primary role of decomposers in an ecosystem? , They eliminate matter by taking nitrogen from the ecosystem. , They eliminate matter by taking phosphorus from the ecosystem. , They cycle matter by returning carbon and other matter to the ecosystem. , They cycle matter by returning oxygen and other matter to the ecosystem.,,Question: What is a primary role of decomposers in an ecosystem?  (A)  They eliminate matter by taking nitrogen from the ecosystem.  (B)  They eliminate matter by taking phosphorus from the ecosystem.  (C)  They cycle matter by returning carbon and other matter to the ecosystem.  (D)  They cycle matter by returning oxygen and other matter to the ecosystem.. The correct answer is   ,"
"
136,136,Mercury_7041300,7041300,D,Mercury,"Clear cutting of old growth forests in Oregon provides lumber for housing. In the process of clear cutting, plant diversity decreases and some organisms are pushed to extinction. Clear cutting is an example of (A) a change in aquatic conditions. (B) a change in societal conditions. (C) a change in atmospheric conditions. (D) a change in environmental conditions.","Clear cutting of old growth forests in Oregon provides lumber for housing. In the process of clear cutting, plant diversity decreases and some organisms are pushed to extinction. Clear cutting is an example of ", a change in aquatic conditions. , a change in societal conditions. , a change in atmospheric conditions. , a change in environmental conditions.,,"Question: Clear cutting of old growth forests in Oregon provides lumber for housing. In the process of clear cutting, plant diversity decreases and some organisms are pushed to extinction. Clear cutting is an example of  (A)  a change in aquatic conditions.  (B)  a change in societal conditions.  (C)  a change in atmospheric conditions.  (D)  a change in environmental conditions.. The correct answer is   ", (
137,137,Mercury_LBS10287,LBS10287,D,Mercury,"Which of these correctly lists Earth's layers in order from the center to the surface? (A) outer core, inner core, asthenosphere, lithosphere (B) asthenosphere, lithosphere, outer core, inner core (C) inner core, asthenosphere, lithosphere, outer core (D) inner core, outer core, asthenosphere, lithosphere",Which of these correctly lists Earth's layers in order from the center to the surface? ," outer core, inner core, asthenosphere, lithosphere "," asthenosphere, lithosphere, outer core, inner core "," inner core, asthenosphere, lithosphere, outer core "," inner core, outer core, asthenosphere, lithosphere",,"Question: Which of these correctly lists Earth's layers in order from the center to the surface?  (A)  outer core, inner core, asthenosphere, lithosphere  (B)  asthenosphere, lithosphere, outer core, inner core  (C)  inner core, asthenosphere, lithosphere, outer core  (D)  inner core, outer core, asthenosphere, lithosphere. The correct answer is   ","
"
138,138,AKDE&ED_2008_8_43,43,D,Alaska Department of Education and Early Development,Charles Darwin made a number of observations and inferences during his travels. He studied island finches during a long period of time. Which statement is an inference? (A) Individual birds have different colored feathers. (B) Island finches have a large number of offspring. (C) Individual birds of an island finch species have many differences. (D) Island finches share a common ancestry with mainland finch species.,Charles Darwin made a number of observations and inferences during his travels. He studied island finches during a long period of time. Which statement is an inference? , Individual birds have different colored feathers. , Island finches have a large number of offspring. , Individual birds of an island finch species have many differences. , Island finches share a common ancestry with mainland finch species.,,Question: Charles Darwin made a number of observations and inferences during his travels. He studied island finches during a long period of time. Which statement is an inference?  (A)  Individual birds have different colored feathers.  (B)  Island finches have a large number of offspring.  (C)  Individual birds of an island finch species have many differences.  (D)  Island finches share a common ancestry with mainland finch species.. The correct answer is   , (
139,139,Mercury_7092365,7092365,B,Mercury,The theory of plate tectonics provides the current explanation for the way in which (A) stars change. (B) continents move. (C) rocks are formed. (D) tides are produced.,The theory of plate tectonics provides the current explanation for the way in which , stars change. , continents move. , rocks are formed. , tides are produced.,,Question: The theory of plate tectonics provides the current explanation for the way in which  (A)  stars change.  (B)  continents move.  (C)  rocks are formed.  (D)  tides are produced.. The correct answer is   ," (B)  continents move. 
 ### (B)  continents move. 
 ### (B)  continents move. 
 ### (B)  continents"
140,140,Mercury_SC_400679,400679,B,Mercury,Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating? (A) texture (B) hardness (C) color (D) streak,Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating? , texture , hardness , color , streak,,Question: Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating?  (A)  texture  (B)  hardness  (C)  color  (D)  streak. The correct answer is   ," (B)  hardness 
 ### (B)  hardness 
 ### (B"
141,141,Mercury_7011760,7011760,A,Mercury,Twentieth-century research and development of vaccines significantly reduced the threat of (A) polio. (B) stroke. (C) diabetes. (D) osteoporosis.,Twentieth-century research and development of vaccines significantly reduced the threat of , polio. , stroke. , diabetes. , osteoporosis.,,Question: Twentieth-century research and development of vaccines significantly reduced the threat of  (A)  polio.  (B)  stroke.  (C)  diabetes.  (D)  osteoporosis.. The correct answer is   ,"
A)  polio. 
 ### (A)  polio. 
 ### (A)  polio. 
 ### (A)  polio. 
 ###"
142,142,Mercury_7166145,7166145,B,Mercury,The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact? (A) taking in oxygen and transporting it to cells of the body (B) releasing hormones and transporting them to cells of the body (C) absorbing nutrients from food and transporting them to cells in the body (D) collecting waste products from the cells and transporting it out of the body,The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact? , taking in oxygen and transporting it to cells of the body , releasing hormones and transporting them to cells of the body , absorbing nutrients from food and transporting them to cells in the body , collecting waste products from the cells and transporting it out of the body,,Question: The circulatory system and the endocrine system work together in the human body. Which describes one way in which these systems interact?  (A)  taking in oxygen and transporting it to cells of the body  (B)  releasing hormones and transporting them to cells of the body  (C)  absorbing nutrients from food and transporting them to cells in the body  (D)  collecting waste products from the cells and transporting it out of the body. The correct answer is   ,"
"
143,143,Mercury_7030450,7030450,C,Mercury,Which would be a safe practice to exercise during laboratory investigations? (A) using open flames to heat all materials (B) keeping your cell phone on the laboratory countertop (C) knowing where your instructor/laboratory leader is at all times (D) removing your safety glasses when moving from station to station,Which would be a safe practice to exercise during laboratory investigations? , using open flames to heat all materials , keeping your cell phone on the laboratory countertop , knowing where your instructor/laboratory leader is at all times , removing your safety glasses when moving from station to station,,Question: Which would be a safe practice to exercise during laboratory investigations?  (A)  using open flames to heat all materials  (B)  keeping your cell phone on the laboratory countertop  (C)  knowing where your instructor/laboratory leader is at all times  (D)  removing your safety glasses when moving from station to station. The correct answer is   ,"
C  knowing where your instructor/laboratory leader is"
144,144,MCAS_2006_9_5,5,B,MCAS,"Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment? (A) They are replenished by sunlight. (B) They are cycled through ecosystems. (C) They are replaced by volcanic eruptions. (D) They are produced constantly from nutrients.","Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment? ", They are replenished by sunlight. , They are cycled through ecosystems. , They are replaced by volcanic eruptions. , They are produced constantly from nutrients.,,"Question: Which of the following explains why elements, such as carbon and oxygen, that are used in organic molecules are not permanently removed from the environment?  (A)  They are replenished by sunlight.  (B)  They are cycled through ecosystems.  (C)  They are replaced by volcanic eruptions.  (D)  They are produced constantly from nutrients.. The correct answer is   ", (
145,145,Mercury_7247100,7247100,C,Mercury,Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need? (A) practicing space walking (B) counseling activities for tension (C) exercising to maintain strength (D) monitoring circadian rhythms,Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need? , practicing space walking , counseling activities for tension , exercising to maintain strength , monitoring circadian rhythms,,Question: Scientists noted that muscles and bones would need physical stress to remain healthy during manned space flights. Which of these had to be planned for because of this need?  (A)  practicing space walking  (B)  counseling activities for tension  (C)  exercising to maintain strength  (D)  monitoring circadian rhythms. The correct answer is   , (C)  exercising to maintain strength
146,146,Mercury_7041563,7041563,B,Mercury,"Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies? (A) the Galaxy theory (B) the Big Bang theory (C) the Steady State theory (D) the Oscillating theory","Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies? ", the Galaxy theory , the Big Bang theory , the Steady State theory , the Oscillating theory,,"Question: Which theory about the origin of the universe states that a densely packed sphere exploded, forming clouds that condensed into galaxies?  (A)  the Galaxy theory  (B)  the Big Bang theory  (C)  the Steady State theory  (D)  the Oscillating theory. The correct answer is   ","
B)  the Big Bang theory 
 ### (B)  the Big Bang theory  ### (B) "
147,147,Mercury_7123445,7123445,A,Mercury,A scientific article about the universe will most likely describe the universe as (A) consisting of billions of galaxies. (B) being less than two billion years old. (C) containing approximately ten planets. (D) becoming smaller over time.,A scientific article about the universe will most likely describe the universe as , consisting of billions of galaxies. , being less than two billion years old. , containing approximately ten planets. , becoming smaller over time.,,Question: A scientific article about the universe will most likely describe the universe as  (A)  consisting of billions of galaxies.  (B)  being less than two billion years old.  (C)  containing approximately ten planets.  (D)  becoming smaller over time.. The correct answer is   ,"
 ### (A)  consisting of billions of galaxies. 
 ### (A)  consisting of billions of galaxies. 
 ### (A)"
148,148,Mercury_7041335,7041335,A,Mercury,Which of these traits is most influenced by environment? (A) weight (B) hair color (C) blood type (D) handedness,Which of these traits is most influenced by environment? , weight , hair color , blood type , handedness,,Question: Which of these traits is most influenced by environment?  (A)  weight  (B)  hair color  (C)  blood type  (D)  handedness. The correct answer is   ,"
B  hair color 
 ### (B)  hair color 
 ### (B)  hair color 
 ### (B)  hair color 
 ### (B)  hair color 
 ### (B)  hair color 
 ###"
149,149,Mercury_SC_415352,415352,A,Mercury,Which is an inherited trait? (A) dimples (B) scrapes (C) short hair (D) dirty fingernails,Which is an inherited trait? , dimples , scrapes , short hair , dirty fingernails,,Question: Which is an inherited trait?  (A)  dimples  (B)  scrapes  (C)  short hair  (D)  dirty fingernails. The correct answer is   ,"
C)  short hair 
 ### (C)  short hair 
 ### (C)  short hair 
 ### (C)  short hair 
 ### (C)  short hair 
 ### (C)  short hair 
"
150,150,NYSEDREGENTS_2010_4_21,21,A,NYSEDREGENTS,Plants are producers because they (A) make their own food (B) can grow in soil (C) need water to grow (D) take in nutrients,Plants are producers because they , make their own food , can grow in soil , need water to grow , take in nutrients,,Question: Plants are producers because they  (A)  make their own food  (B)  can grow in soil  (C)  need water to grow  (D)  take in nutrients. The correct answer is   ,"
 ### (A)  make their own food 
 ### (A)  make their own food 
 ### (A)  make their own food 
 ### (A)  make their own food 
 ### ("
151,151,Mercury_7056490,7056490,A,Mercury,"If the Earth rotated in the opposite direction, what would most likely occur? (A) The Sun would rise in the west. (B) The seasons would be reversed. (C) There would be more days in each year. (D) The phases of the Moon would last longer.","If the Earth rotated in the opposite direction, what would most likely occur? ", The Sun would rise in the west. , The seasons would be reversed. , There would be more days in each year. , The phases of the Moon would last longer.,,"Question: If the Earth rotated in the opposite direction, what would most likely occur?  (A)  The Sun would rise in the west.  (B)  The seasons would be reversed.  (C)  There would be more days in each year.  (D)  The phases of the Moon would last longer.. The correct answer is   ","
 ### (A)  The Sun would rise in the west. 
 ### (A)  The Sun"
152,152,Mercury_178710,178710,C,Mercury,A simple machine that has a mechanical advantage equal to 1 would most likely be used to (A) decrease effort. (B) decrease work. (C) change direction. (D) change resistance.,A simple machine that has a mechanical advantage equal to 1 would most likely be used to , decrease effort. , decrease work. , change direction. , change resistance.,,Question: A simple machine that has a mechanical advantage equal to 1 would most likely be used to  (A)  decrease effort.  (B)  decrease work.  (C)  change direction.  (D)  change resistance.. The correct answer is   ,"
D)  change resistance.. 
 ### (D)  change resistance.. 
 ### (D)  change resistance.. 
 ### (D)  change resistance.. 
A simple machine"
153,153,MCAS_2004_9_4,4,A,MCAS,"What is the mass of an asteroid with a speed of 200 m/s and a momentum of 2,000 kg x m/s? (A) 10 kg (B) 1,800 kg (C) 2,200 kg (D) 400,000 kg","What is the mass of an asteroid with a speed of 200 m/s and a momentum of 2,000 kg x m/s? ", 10 kg ," 1,800 kg "," 2,200 kg "," 400,000 kg",,"Question: What is the mass of an asteroid with a speed of 200 m/s and a momentum of 2,000 kg x m/s?  (A)  10 kg  (B)  1,800 kg  (C)  2,200 kg  (D)  400,000 kg. The correct answer is   ","2,200 kg 
 ### (C)  "
154,154,AIMS_2008_4_13,13,C,AIMS,Which statement best explains the reason that electrical wires are made of copper? (A) Copper is strong. (B) Copper is flexible. (C) Copper is a conductor. (D) Copper is an insulator.,Which statement best explains the reason that electrical wires are made of copper? , Copper is strong. , Copper is flexible. , Copper is a conductor. , Copper is an insulator.,,Question: Which statement best explains the reason that electrical wires are made of copper?  (A)  Copper is strong.  (B)  Copper is flexible.  (C)  Copper is a conductor.  (D)  Copper is an insulator.. The correct answer is   ,"
C)  Copper is a conductor. 
 ### (C)  Copper is a conductor. 
 ### (C)"
155,155,VASoL_2010_3_2,2,C,Virginia Standards of Learning - Science,Skunks spray a strong-smelling liquid to ___. (A) get rid of wastes (B) attract prey (C) defend themselves (D) help nearby plants grow,Skunks spray a strong-smelling liquid to ___. , get rid of wastes , attract prey , defend themselves , help nearby plants grow,,Question: Skunks spray a strong-smelling liquid to ___.  (A)  get rid of wastes  (B)  attract prey  (C)  defend themselves  (D)  help nearby plants grow. The correct answer is   ,"
 ### (C)  defend themselves 
 ### (C)  defend themselves 
 ### (C)  defend themselves 
 ### (C)  defend themselves 
 ### (C)  defend themselves"
156,156,Mercury_SC_400380,400380,B,Mercury,A student suggests to the school board that they use a renewable energy source. The student suggests they use (A) coal. (B) wind. (C) wood. (D) natural gas.,A student suggests to the school board that they use a renewable energy source. The student suggests they use , coal. , wind. , wood. , natural gas.,,Question: A student suggests to the school board that they use a renewable energy source. The student suggests they use  (A)  coal.  (B)  wind.  (C)  wood.  (D)  natural gas.. The correct answer is   ,"
 ### (B)  wind. 
 ### (B)  wind. 
 ### (B)  wind. 
 ### (B)  wind. 
 ### (B) "
157,157,Mercury_7188965,7188965,B,Mercury,Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used? (A) circulatory (B) digestive (C) endocrine (D) nervous,Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used? , circulatory , digestive , endocrine , nervous,,Question: Peristalsis helps move nutrients through parts of the body by using wavelike contractions. In which system is the function used?  (A)  circulatory  (B)  digestive  (C)  endocrine  (D)  nervous. The correct answer is   ," (A)  circulatory 
 ### (A)  circulatory 
 ### (A)  circulatory 
 ### (A)"
158,158,AIMS_2008_4_6,6,A,AIMS,Meteorologists study weather. Which of the following should meteorologists know about? (A) types of fronts (B) types of fossils (C) types of circuits (D) types of adaptations,Meteorologists study weather. Which of the following should meteorologists know about? , types of fronts , types of fossils , types of circuits , types of adaptations,,Question: Meteorologists study weather. Which of the following should meteorologists know about?  (A)  types of fronts  (B)  types of fossils  (C)  types of circuits  (D)  types of adaptations. The correct answer is   ,"
 ### (A)  types of fronts 
 ### (A)  types of fronts 
 ### (A)  types of fronts 
 ### (A)"
159,159,Mercury_SC_408426,408426,C,Mercury,"A black bear's diet includes nuts, berries, honey, insects, and fish. Black bears are (A) decomposers. (B) herbivores. (C) omnivores. (D) prey.","A black bear's diet includes nuts, berries, honey, insects, and fish. Black bears are ", decomposers. , herbivores. , omnivores. , prey.,,"Question: A black bear's diet includes nuts, berries, honey, insects, and fish. Black bears are  (A)  decomposers.  (B)  herbivores.  (C)  omnivores.  (D)  prey.. The correct answer is   "," (C)  omnivores. 
 ### (C)  omnivores. 
 ### (C) "
160,160,Mercury_SC_405004,405004,B,Mercury,Ned learned that light is a source of energy. Which can only result from light energy? (A) an ice cube melting (B) a rainbow forming (C) water evaporating (D) thunder booming,Ned learned that light is a source of energy. Which can only result from light energy? , an ice cube melting , a rainbow forming , water evaporating , thunder booming,,Question: Ned learned that light is a source of energy. Which can only result from light energy?  (A)  an ice cube melting  (B)  a rainbow forming  (C)  water evaporating  (D)  thunder booming. The correct answer is   ,"
B)  a rainbow forming 
 ### (B)  a rainbow forming 
 ### (B)  a rainbow forming 
 ### (B)"
161,161,Mercury_416580,416580,C,Mercury,A scientist was observing a unicellular organism over a period of time. He noticed that vacuoles kept moving to the same place in the plasma membrane to empty their contents outside the cell. Which organism was he observing? (A) amoeba (B) euglena (C) paramecium (D) volvox,A scientist was observing a unicellular organism over a period of time. He noticed that vacuoles kept moving to the same place in the plasma membrane to empty their contents outside the cell. Which organism was he observing? , amoeba , euglena , paramecium , volvox,,Question: A scientist was observing a unicellular organism over a period of time. He noticed that vacuoles kept moving to the same place in the plasma membrane to empty their contents outside the cell. Which organism was he observing?  (A)  amoeba  (B)  euglena  (C)  paramecium  (D)  volvox. The correct answer is   ,"
 ### ("
162,162,Mercury_7212153,7212153,D,Mercury,A magnet can generate an electric current in a wire if the magnet is close enough to the wire and if the magnet is also (A) strong. (B) weak. (C) at rest. (D) in motion.,A magnet can generate an electric current in a wire if the magnet is close enough to the wire and if the magnet is also , strong. , weak. , at rest. , in motion.,,Question: A magnet can generate an electric current in a wire if the magnet is close enough to the wire and if the magnet is also  (A)  strong.  (B)  weak.  (C)  at rest.  (D)  in motion.. The correct answer is   ," (A)  strong. 
 ### (A)  strong. 
 ### (A)  strong. 
 ### (A)  strong. 
 ### ("
163,163,Mercury_SC_407796,407796,C,Mercury,Students visited a garden to observe hummingbirds. They wanted to find out if hummingbirds were more likely to visit colored flowers or white flowers. Which should the students do first for this investigation? (A) conclude that hummingbirds prefer white flowers (B) write a report about the kinds of flowers in the garden (C) observe hummingbirds at flowers and record the flower color (D) research the number of different hummingbirds that live in the garden,Students visited a garden to observe hummingbirds. They wanted to find out if hummingbirds were more likely to visit colored flowers or white flowers. Which should the students do first for this investigation? , conclude that hummingbirds prefer white flowers , write a report about the kinds of flowers in the garden , observe hummingbirds at flowers and record the flower color , research the number of different hummingbirds that live in the garden,,Question: Students visited a garden to observe hummingbirds. They wanted to find out if hummingbirds were more likely to visit colored flowers or white flowers. Which should the students do first for this investigation?  (A)  conclude that hummingbirds prefer white flowers  (B)  write a report about the kinds of flowers in the garden  (C)  observe hummingbirds at flowers and record the flower color  (D)  research the number of different hummingbirds that live in the garden. The correct answer is   , (
164,164,Mercury_SC_408991,408991,D,Mercury,Carlos was playing on a slide on a sunny summer day. Which property of the slide tells Carlos how much energy the slide absorbed from the Sun? (A) the mass (B) the color (C) the height (D) the temperature,Carlos was playing on a slide on a sunny summer day. Which property of the slide tells Carlos how much energy the slide absorbed from the Sun? , the mass , the color , the height , the temperature,,Question: Carlos was playing on a slide on a sunny summer day. Which property of the slide tells Carlos how much energy the slide absorbed from the Sun?  (A)  the mass  (B)  the color  (C)  the height  (D)  the temperature. The correct answer is   ," (D)  the temperature. 
 ### (D)  the temperature. 
 ### (D)  the temperature. 
 ### (D"
165,165,CSZ20679,CSZ20679,C,California Standards Test,"To express the distance between the Milky Way galaxy and other galaxies, the most appropriate unit of measurement is the     (A) meter. (B) kilometer. (C) light-year. (D) astronomical unit.","To express the distance between the Milky Way galaxy and other galaxies, the most appropriate unit of measurement is the     ", meter. , kilometer. , light-year. , astronomical unit.,,"Question: To express the distance between the Milky Way galaxy and other galaxies, the most appropriate unit of measurement is the      (A)  meter.  (B)  kilometer.  (C)  light-year.  (D)  astronomical unit.. The correct answer is   "," (C)  light-year. 
 ### (C)  light-year. 
 ### (C)  light-year. 
 ### (C) "
166,166,Mercury_401246,401246,B,Mercury,Which is a force that keeps Earth in orbit around the Sun? (A) friction (B) gravity (C) radiation (D) magnetism,Which is a force that keeps Earth in orbit around the Sun? , friction , gravity , radiation , magnetism,,Question: Which is a force that keeps Earth in orbit around the Sun?  (A)  friction  (B)  gravity  (C)  radiation  (D)  magnetism. The correct answer is   ,"
B) gravity 
 ### (B) gravity 
 ### (B) gravity 
 ### (B) gravity 
 ### (B) gravity 
 ### (B) gravity 
 ### (B) gravity 
The correct answer is"
167,167,Mercury_7110968,7110968,A,Mercury,Which best explains why population growth can result in water shortages and rationing in certain areas? (A) Aquifers recharge slowly. (B) Lake water is reserved for recreation. (C) Increasing biomass decreases evaporation rates. (D) Tall buildings impede the development of rain clouds.,Which best explains why population growth can result in water shortages and rationing in certain areas? , Aquifers recharge slowly. , Lake water is reserved for recreation. , Increasing biomass decreases evaporation rates. , Tall buildings impede the development of rain clouds.,,Question: Which best explains why population growth can result in water shortages and rationing in certain areas?  (A)  Aquifers recharge slowly.  (B)  Lake water is reserved for recreation.  (C)  Increasing biomass decreases evaporation rates.  (D)  Tall buildings impede the development of rain clouds.. The correct answer is   ,"
 ### (A)  Aquifers recharge slowly."
168,168,Mercury_7084595,7084595,D,Mercury,The cycle of night and day on Earth is a result of (A) the Moon revolving around Earth. (B) Earth revolving around the Sun. (C) the Moon rotating on its axis. (D) Earth rotating on its axis.,The cycle of night and day on Earth is a result of , the Moon revolving around Earth. , Earth revolving around the Sun. , the Moon rotating on its axis. , Earth rotating on its axis.,,Question: The cycle of night and day on Earth is a result of  (A)  the Moon revolving around Earth.  (B)  Earth revolving around the Sun.  (C)  the Moon rotating on its axis.  (D)  Earth rotating on its axis.. The correct answer is   ,"
 ### (D)  Earth rotating on its axis. 
 ### (D)  Earth rotating on its axis. 
 ### ("
169,169,Mercury_7242900,7242900,C,Mercury,"When a small group of organisms colonizes a new habitat, the population may be genetically different from the parent population due to differences in allele frequencies. The process responsible for this is (A) natural selection. (B) disruptive selection. (C) genetic drift. (D) genetic equilibrium.","When a small group of organisms colonizes a new habitat, the population may be genetically different from the parent population due to differences in allele frequencies. The process responsible for this is ", natural selection. , disruptive selection. , genetic drift. , genetic equilibrium.,,"Question: When a small group of organisms colonizes a new habitat, the population may be genetically different from the parent population due to differences in allele frequencies. The process responsible for this is  (A)  natural selection.  (B)  disruptive selection.  (C)  genetic drift.  (D)  genetic equilibrium.. The correct answer is   "," (C)  genetic drift. 
 ### (C) "
170,170,AIMS_2008_4_18,18,A,AIMS,Which of the following contains salt water? (A) oceans (B) raindrops (C) groundwater (D) polar icecaps,Which of the following contains salt water? , oceans , raindrops , groundwater , polar icecaps,,Question: Which of the following contains salt water?  (A)  oceans  (B)  raindrops  (C)  groundwater  (D)  polar icecaps. The correct answer is   ,"
 ### (A)  oceans 
 ### (A)  oceans 
 ### (A)  oceans 
 ### (A)  oceans 
 ### (A)  oceans "
171,171,VASoL_2010_3_13,13,A,Virginia Standards of Learning - Science,The teeth of a carnivore are MOSTLY - (A) pointed (B) rounded (C) wide (D) flat,The teeth of a carnivore are MOSTLY - , pointed , rounded , wide , flat,,Question: The teeth of a carnivore are MOSTLY -  (A)  pointed  (B)  rounded  (C)  wide  (D)  flat. The correct answer is   ,"
B)  rounded 
 ### (B)  rounded 
 ### (B)  rounded 
 ### (B)  rounded 
 ### (B)  rounded 
 ### (B)  rounded 
 ### (B)  rounded "
172,172,Mercury_7211418,7211418,D,Mercury,What type of cell passes on mutations? (A) skin cell (B) nerve cell (C) red blood cell (D) egg cell,What type of cell passes on mutations? , skin cell , nerve cell , red blood cell , egg cell,,Question: What type of cell passes on mutations?  (A)  skin cell  (B)  nerve cell  (C)  red blood cell  (D)  egg cell. The correct answer is   ,"
B  nerve cell 
 ### (B)  nerve cell 
 ### (B)  nerve cell 
 ### (B)  nerve cell 
 ### (B)  nerve cell 
 ### (B)"
173,173,NCEOGA_2013_8_32,32,A,North Carolina READY End-of-Grade Assessment,Which is the best way to help prevent the flu from becoming a pandemic? (A) getting a vaccination (B) taking antibiotics (C) eating fruits and vegetables (D) washing hands often,Which is the best way to help prevent the flu from becoming a pandemic? , getting a vaccination , taking antibiotics , eating fruits and vegetables , washing hands often,,Question: Which is the best way to help prevent the flu from becoming a pandemic?  (A)  getting a vaccination  (B)  taking antibiotics  (C)  eating fruits and vegetables  (D)  washing hands often. The correct answer is   ,"
 ### (A)  getting a vaccination 
 ### (A)  getting a vaccination 
 ### (A)  getting a vacc"
174,174,ACTAAP_2013_7_15,15,B,ACTAAP,Which is an advantage of sexual reproduction in the survival of a population? (A) prevents mutation (B) maintains genetic diversity (C) reduces the number of genes (D) creates competition between siblings,Which is an advantage of sexual reproduction in the survival of a population? , prevents mutation , maintains genetic diversity , reduces the number of genes , creates competition between siblings,,Question: Which is an advantage of sexual reproduction in the survival of a population?  (A)  prevents mutation  (B)  maintains genetic diversity  (C)  reduces the number of genes  (D)  creates competition between siblings. The correct answer is   ," (B) maintains genetic diversity 
 ### (B) maintains genetic diversity 
 ### (B) maintains genetic diversity 
"
175,175,MCAS_2006_9_14,14,B,MCAS,Which of the following is more likely to occur in a plant cell than in an animal cell? (A) synthesis of enzymes (B) formation of cellulose (C) breakdown of glucose (D) active transport of ions,Which of the following is more likely to occur in a plant cell than in an animal cell? , synthesis of enzymes , formation of cellulose , breakdown of glucose , active transport of ions,,Question: Which of the following is more likely to occur in a plant cell than in an animal cell?  (A)  synthesis of enzymes  (B)  formation of cellulose  (C)  breakdown of glucose  (D)  active transport of ions. The correct answer is   ,"
 ### (C)  breakdown of glucose 
 ### (C)  breakdown of glucose 
 ### (C"
176,176,Mercury_7222408,7222408,B,Mercury,Materials that let electrons flow very easily from one atom to another (A) are called insulators. (B) are called conductors. (C) are called non-metals. (D) are called resistors.,Materials that let electrons flow very easily from one atom to another , are called insulators. , are called conductors. , are called non-metals. , are called resistors.,,Question: Materials that let electrons flow very easily from one atom to another  (A)  are called insulators.  (B)  are called conductors.  (C)  are called non-metals.  (D)  are called resistors.. The correct answer is   ,"
B)  are called conductors. 
 ### (B)  are called conductors. 
 ### (B)  are called conductors. 
 ###"
177,177,Mercury_SC_408435,408435,A,Mercury,Which best explains why stars seen in the night sky are less bright than the Sun? (A) Other stars are farther from Earth than the Sun. (B) Other stars are facing away from Earth. (C) Other stars are smaller than the Sun. (D) Other stars are producing less light.,Which best explains why stars seen in the night sky are less bright than the Sun? , Other stars are farther from Earth than the Sun. , Other stars are facing away from Earth. , Other stars are smaller than the Sun. , Other stars are producing less light.,,Question: Which best explains why stars seen in the night sky are less bright than the Sun?  (A)  Other stars are farther from Earth than the Sun.  (B)  Other stars are facing away from Earth.  (C)  Other stars are smaller than the Sun.  (D)  Other stars are producing less light.. The correct answer is   ,"
 ### (D)  Other stars are producing less light.. 
 ### (D)  Other stars"
178,178,Mercury_SC_405199,405199,B,Mercury,Which of these will most likely harm a habitat? (A) planting trees (B) water pollution (C) rainfall (D) sunlight,Which of these will most likely harm a habitat? , planting trees , water pollution , rainfall , sunlight,,Question: Which of these will most likely harm a habitat?  (A)  planting trees  (B)  water pollution  (C)  rainfall  (D)  sunlight. The correct answer is   ,"
 ### (B)  water pollution 
 ### (B)  water pollution 
 ### (B)  water pollution 
 ### (B)  water pollution 
 ### (B)  water pollution "
179,179,Mercury_7091875,7091875,A,Mercury,Which process in the water cycle is directly caused by the heat from the Sun? (A) evaporation (B) runoff (C) cloud formation (D) stream flow,Which process in the water cycle is directly caused by the heat from the Sun? , evaporation , runoff , cloud formation , stream flow,,Question: Which process in the water cycle is directly caused by the heat from the Sun?  (A)  evaporation  (B)  runoff  (C)  cloud formation  (D)  stream flow. The correct answer is   ,"
 ### (A)  evaporation 
 ### (A)  evaporation 
 ### (A)  evaporation 
 ### (A)  evaporation 
 ### (A) "
180,180,Mercury_7216580,7216580,C,Mercury,Which system protects the body by responding to the presence of a virus? (A) respiratory system (B) skeletal system (C) immune system (D) excretory system,Which system protects the body by responding to the presence of a virus? , respiratory system , skeletal system , immune system , excretory system,,Question: Which system protects the body by responding to the presence of a virus?  (A)  respiratory system  (B)  skeletal system  (C)  immune system  (D)  excretory system. The correct answer is   ," (C)  immune system 
 ### (C)  immune system 
 ### (C)  immune system 
 ### (C)  immune system 
 ###"
