,index,questionID,originalQuestionID,answerKey,examName,question,stem,A,B,C,D,full_question,full_question_test,res_finetuned
98,98,Mercury_7124093,7124093,B,Mercury,A roller coaster is climbing up the highest hill on its track. At which point will the front car of the coaster most likely have its greatest potential energy? (A) at the bottom of the highest hill (B) at the top of the highest hill (C) at the start of the track (D) at the end of the track,A roller coaster is climbing up the highest hill on its track. At which point will the front car of the coaster most likely have its greatest potential energy? , at the bottom of the highest hill , at the top of the highest hill , at the start of the track , at the end of the track,,"### A roller coaster is climbing up the highest hill on its track. At which point will the front car of the coaster most likely have its greatest potential energy?  (A)  at the bottom of the highest hill  (B)  at the top of the highest hill  (C)  at the start of the track  (D)  at the end of the track 
 ### "," at the bottom of the highest hill 

 ### (C"
99,99,Mercury_7168718,7168718,A,Mercury,The weight of an object can change because of the force that acts on that object. Which force causes the weight of an object to change? (A) gravitational (B) electrical (C) magnetic (D) friction,The weight of an object can change because of the force that acts on that object. Which force causes the weight of an object to change? , gravitational , electrical , magnetic , friction,,"### The weight of an object can change because of the force that acts on that object. Which force causes the weight of an object to change?  (A)  gravitational  (B)  electrical  (C)  magnetic  (D)  friction 
 ### "," (B)  electrical 

 ### (B)  electrical 

 ### (B)  electrical 

 ### (B)  electrical 

"
100,100,Mercury_SC_408344,408344,B,Mercury,"Henry learned that without the right kind of energy, plants cannot survive. What form of energy is used by plants to perform photosynthesis? (A) electrical (B) light (C) mechanical (D) wind","Henry learned that without the right kind of energy, plants cannot survive. What form of energy is used by plants to perform photosynthesis? ", electrical , light , mechanical , wind,,"### Henry learned that without the right kind of energy, plants cannot survive. What form of energy is used by plants to perform photosynthesis?  (A)  electrical  (B)  light  (C)  mechanical  (D)  wind 
 ### "," (C)  mechanical 

 ### (C)  mechanical 

 ### (C)  mechanical 

 ### (C)  mechanical 

 ### (C) "
101,101,Mercury_SC_407164,407164,D,Mercury,The best explanation of why carnivores are dependent on plants is because they (A) need to consume plant matter. (B) use plants for shelter. (C) need carbon dioxide released by plants. (D) consume other animals that eat plants.,The best explanation of why carnivores are dependent on plants is because they , need to consume plant matter. , use plants for shelter. , need carbon dioxide released by plants. , consume other animals that eat plants.,,"### The best explanation of why carnivores are dependent on plants is because they  (A)  need to consume plant matter.  (B)  use plants for shelter.  (C)  need carbon dioxide released by plants.  (D)  consume other animals that eat plants. 
 ### "," (B)  use plants for shelter. 

 ### (B)  use plants for shelter. 

 ### (D)  consume"
102,102,Mercury_SC_401780,401780,D,Mercury,A new moon occurs about every (A) day. (B) year. (C) week. (D) month.,A new moon occurs about every , day. , year. , week. , month.,,"### A new moon occurs about every  (A)  day.  (B)  year.  (C)  week.  (D)  month. 
 ### ","4. 

 ### (A) day. 

 ### (B) year. 

 ### (B) year. 

 ### (B) year. 



 ### (B) year. 





 ### (B)"
103,103,MEA_2013_5_11,11,A,MEA,A scientist compares ancient animal tracks to modern animal tracks. Which conclusion is the scientist most likely to reach? (A) Some ancient animals and some modern animals walk on four legs. (B) Most ancient animals and most modern animals hunt animals for food. (C) The same animals that lived long ago also live today. (D) All animals can walk.,A scientist compares ancient animal tracks to modern animal tracks. Which conclusion is the scientist most likely to reach? , Some ancient animals and some modern animals walk on four legs. , Most ancient animals and most modern animals hunt animals for food. , The same animals that lived long ago also live today. , All animals can walk.,,"### A scientist compares ancient animal tracks to modern animal tracks. Which conclusion is the scientist most likely to reach?  (A)  Some ancient animals and some modern animals walk on four legs.  (B)  Most ancient animals and most modern animals hunt animals for food.  (C)  The same animals that lived long ago also live today.  (D)  All animals can walk. 
 ### ",4. Most ancient animals and most modern animals
104,104,Mercury_SC_404974,404974,D,Mercury,One end of a metal rod is placed over a flame during an investigation. A thermometer is touching the opposite end of the metal rod. Which best describes what is happening during this investigation? (A) Convection carries heat to the thermometer. (B) Radiant energy warms the thermometer. (C) Mechanical energy from the flame carries heat to the thermometer. (D) Heat from the flame is conducted through the metal rod to the thermometer.,One end of a metal rod is placed over a flame during an investigation. A thermometer is touching the opposite end of the metal rod. Which best describes what is happening during this investigation? , Convection carries heat to the thermometer. , Radiant energy warms the thermometer. , Mechanical energy from the flame carries heat to the thermometer. , Heat from the flame is conducted through the metal rod to the thermometer.,,"### One end of a metal rod is placed over a flame during an investigation. A thermometer is touching the opposite end of the metal rod. Which best describes what is happening during this investigation?  (A)  Convection carries heat to the thermometer.  (B)  Radiant energy warms the thermometer.  (C)  Mechanical energy from the flame carries heat to the thermometer.  (D)  Heat from the flame is conducted through the metal rod to the thermometer. 
 ### ", (
105,105,Mercury_412695,412695,A,Mercury,"Which set of elements have chemical properties similar to those of phosphorus? (A) nitrogen, arsenic, and antimony (B) carbon, selenium, and iodine (C) silicon, sulfur, and germanium (D) silicon, sulfur, and chlorine",Which set of elements have chemical properties similar to those of phosphorus? ," nitrogen, arsenic, and antimony "," carbon, selenium, and iodine "," silicon, sulfur, and germanium "," silicon, sulfur, and chlorine",,"### Which set of elements have chemical properties similar to those of phosphorus?  (A)  nitrogen, arsenic, and antimony  (B)  carbon, selenium, and iodine  (C)  silicon, sulfur, and germanium  (D)  silicon, sulfur, and chlorine 
 ### ","




 ### (B) carbon, selenium, and iodine 
"
106,106,Mercury_7201058,7201058,D,Mercury,"Raising livestock, such as sheep and cattle, results in the production of large amounts of methane gas (CH4). Methane has the same effect in the atmosphere as carbon dioxide (CO2). As more livestock are raised to provide food for humans, what is the most likely effect of the increase in methane? (A) acid rain (B) ozone thinning (C) water pollution (D) global warming","Raising livestock, such as sheep and cattle, results in the production of large amounts of methane gas (CH4). Methane has the same effect in the atmosphere as carbon dioxide (CO2). As more livestock are raised to provide food for humans, what is the most likely effect of the increase in methane? ", acid rain , ozone thinning , water pollution , global warming,,"### Raising livestock, such as sheep and cattle, results in the production of large amounts of methane gas (CH4). Methane has the same effect in the atmosphere as carbon dioxide (CO2). As more livestock are raised to provide food for humans, what is the most likely effect of the increase in methane?  (A)  acid rain  (B)  ozone thinning  (C)  water pollution  (D)  global warming 
 ### ","
"
107,107,Mercury_SC_409577,409577,B,Mercury,Dan knows the Earth is tilted 23.5° on its axis. Which is caused because of this tilt? (A) day can become night (B) different seasons occur (C) low tide can become high tide (D) the change in phases of the Moon,Dan knows the Earth is tilted 23.5° on its axis. Which is caused because of this tilt? , day can become night , different seasons occur , low tide can become high tide , the change in phases of the Moon,,"### Dan knows the Earth is tilted 23.5° on its axis. Which is caused because of this tilt?  (A)  day can become night  (B)  different seasons occur  (C)  low tide can become high tide  (D)  the change in phases of the Moon 
 ### ","3.  low tide can become high tide  
 ### 3. low tide can become high t"
108,108,Mercury_7043890,7043890,B,Mercury,What happens to the water vapor in an air mass as it ascends? (A) It freezes. (B) It condenses. (C) It vaporizes. (D) It polarizes.,What happens to the water vapor in an air mass as it ascends? , It freezes. , It condenses. , It vaporizes. , It polarizes.,,"### What happens to the water vapor in an air mass as it ascends?  (A)  It freezes.  (B)  It condenses.  (C)  It vaporizes.  (D)  It polarizes. 
 ### ","1.  It freezes. 


 ### 1.  It freezes. 




 ### 1.  It freezes. 




"
109,109,Mercury_SC_401331,401331,A,Mercury,"Melting, boiling, and freezing are examples of (A) physical changes. (B) chemical changes. (C) magnetic changes. (D) electrical changes.","Melting, boiling, and freezing are examples of ", physical changes. , chemical changes. , magnetic changes. , electrical changes.,,"### Melting, boiling, and freezing are examples of  (A)  physical changes.  (B)  chemical changes.  (C)  magnetic changes.  (D)  electrical changes. 
 ### "," (D)  electrical changes. 

 ### (D)  electrical changes. 

 ### (D)  electrical changes. 

 ### (D)  electrical changes. 


 ###"
110,110,AKDE&ED_2008_4_33,33,C,Alaska Dept. of Education & Early Development,"Many years ago, purple dye was made from some sea animals. Then, in 1856, William Perkins tried to make a new medicine. Instead, he found a way to make purple dye from coal. What is a positive effect of his discovery? (A) Some diseases can be treated. (B) Purple clothing can be made. (C) Sea animals are not needed to make purple dye. (D) Perkins is famous for discovering a new medicine.","Many years ago, purple dye was made from some sea animals. Then, in 1856, William Perkins tried to make a new medicine. Instead, he found a way to make purple dye from coal. What is a positive effect of his discovery? ", Some diseases can be treated. , Purple clothing can be made. , Sea animals are not needed to make purple dye. , Perkins is famous for discovering a new medicine.,,"### Many years ago, purple dye was made from some sea animals. Then, in 1856, William Perkins tried to make a new medicine. Instead, he found a way to make purple dye from coal. What is a positive effect of his discovery?  (A)  Some diseases can be treated.  (B)  Purple clothing can be made.  (C)  Sea animals are not needed to make purple dye.  (D)  Perkins is famous for discovering a new medicine. 
 ### ",4
111,111,Mercury_SC_402270,402270,D,Mercury,"On the Galapagos Islands, an iguana that lives in the water is most likely able to survive without competition from an iguana that lives on land because it (A) swims faster. (B) has a larger body. (C) has a tougher scaly skin. (D) has a different food source.","On the Galapagos Islands, an iguana that lives in the water is most likely able to survive without competition from an iguana that lives on land because it ", swims faster. , has a larger body. , has a tougher scaly skin. , has a different food source.,,"### On the Galapagos Islands, an iguana that lives in the water is most likely able to survive without competition from an iguana that lives on land because it  (A)  swims faster.  (B)  has a larger body.  (C)  has a tougher scaly skin.  (D)  has a different food source. 
 ### ","2. 
 ### (B)  has a larger body"
112,112,MCAS_2005_8_17,17,D,MCAS,Which of the following is performed by the quality control division of a company that is manufacturing a chair? (A) applying the varnish (B) assembling the parts (C) cutting the material (D) inspecting the finish,Which of the following is performed by the quality control division of a company that is manufacturing a chair? , applying the varnish , assembling the parts , cutting the material , inspecting the finish,,"### Which of the following is performed by the quality control division of a company that is manufacturing a chair?  (A)  applying the varnish  (B)  assembling the parts  (C)  cutting the material  (D)  inspecting the finish 
 ### "," (B)  assembling the parts  

 ### (B)  assembling the parts 

 ### (B)  assembling the parts 

 ###"
113,113,Mercury_7239733,7239733,D,Mercury,Meiosis is a type of cell division in which germ cells divide to produce haploid cells. Where does meiosis occur? (A) brain cells (B) bone cells (C) muscle cells (D) ovary cells,Meiosis is a type of cell division in which germ cells divide to produce haploid cells. Where does meiosis occur? , brain cells , bone cells , muscle cells , ovary cells,,"### Meiosis is a type of cell division in which germ cells divide to produce haploid cells. Where does meiosis occur?  (A)  brain cells  (B)  bone cells  (C)  muscle cells  (D)  ovary cells 
 ### ","4. muscle cells 

 ### 4. muscle cells 

 ### 4. muscle cells 

 ### 4. muscle"
114,114,Mercury_7182963,7182963,C,Mercury,"When Dennis operates his lawnmower, he notices the engine makes a lot of noise. He also notices that the engine gets very hot. Which best describes the heat and noise generated from the lawnmower? (A) a change in phase (B) thermal expansion (C) an increase in entropy (D) mechanical advantage","When Dennis operates his lawnmower, he notices the engine makes a lot of noise. He also notices that the engine gets very hot. Which best describes the heat and noise generated from the lawnmower? ", a change in phase , thermal expansion , an increase in entropy , mechanical advantage,,"### When Dennis operates his lawnmower, he notices the engine makes a lot of noise. He also notices that the engine gets very hot. Which best describes the heat and noise generated from the lawnmower?  (A)  a change in phase  (B)  thermal expansion  (C)  an increase in entropy  (D)  mechanical advantage 
 ### "," (D)  mechanical advantage 

 ### (D)  mechanical"
115,115,Mercury_SC_416171,416171,B,Mercury,How does sweat on the skin help the body? (A) Sweat stops sunburn. (B) Sweat cools the body. (C) Sweat feeds the skin. (D) Sweat heals cuts.,How does sweat on the skin help the body? , Sweat stops sunburn. , Sweat cools the body. , Sweat feeds the skin. , Sweat heals cuts.,,"### How does sweat on the skin help the body?  (A)  Sweat stops sunburn.  (B)  Sweat cools the body.  (C)  Sweat feeds the skin.  (D)  Sweat heals cuts. 
 ### ","3. Sweat heals cuts. 

 ### 3. Sweat heals cuts. 

 ### 4."
116,116,MCAS_8_2014_13,13,D,MCAS,Carbon dioxide produced by cells is removed from the body primarily by which body system? (A) digestive (B) excretory (C) immune (D) respiratory,Carbon dioxide produced by cells is removed from the body primarily by which body system? , digestive , excretory , immune , respiratory,,"### Carbon dioxide produced by cells is removed from the body primarily by which body system?  (A)  digestive  (B)  excretory  (C)  immune  (D)  respiratory 
 ### "," digestive 

 ### (A)  digestive 

 ### (C)  immune 

 ### (D)  respiratory 

 ### (D)  resp"
117,117,MCAS_2003_8_5,5,A,MCAS,Which of the following is a necessary condition for a lunar eclipse to occur? (A) The Moon must be full. (B) The Moon must be waxing. (C) It must be the beginning of the month. (D) It must be winter in the Northern Hemisphere.,Which of the following is a necessary condition for a lunar eclipse to occur? , The Moon must be full. , The Moon must be waxing. , It must be the beginning of the month. , It must be winter in the Northern Hemisphere.,,"### Which of the following is a necessary condition for a lunar eclipse to occur?  (A)  The Moon must be full.  (B)  The Moon must be waxing.  (C)  It must be the beginning of the month.  (D)  It must be winter in the Northern Hemisphere. 
 ### "," (D)  It must be winter in the Northern Hemisphere. 

 ### (C)  It"
118,118,Mercury_SC_LBS10620,LBS10620,A,Mercury,Which would be best seen through a telescope? (A) a moon (B) a cell (C) a light ray (D) a molecule,Which would be best seen through a telescope? , a moon , a cell , a light ray , a molecule,,"### Which would be best seen through a telescope?  (A)  a moon  (B)  a cell  (C)  a light ray  (D)  a molecule 
 ### ","4. a light ray 

 ### 4. a light ray 

 ### 4. a light ray 

 ### 4. a light ray 

 ### 4. a light ray 

 ### 4. a"
119,119,Mercury_SC_405510,405510,D,Mercury,Which statement describes the formation of a delta? (A) A large mass of ice and snow accumulates. (B) A mound of sand is built by wind. (C) A low area of land is surrounded by mountains. (D) A mass of sediment is deposited at the mouth of a river.,Which statement describes the formation of a delta? , A large mass of ice and snow accumulates. , A mound of sand is built by wind. , A low area of land is surrounded by mountains. , A mass of sediment is deposited at the mouth of a river.,,"### Which statement describes the formation of a delta?  (A)  A large mass of ice and snow accumulates.  (B)  A mound of sand is built by wind.  (C)  A low area of land is surrounded by mountains.  (D)  A mass of sediment is deposited at the mouth of a river. 
 ### "," (A)  A large mass of ice and snow accumulates. 

 ###"
120,120,Mercury_SC_400611,400611,D,Mercury,"Over a long time, oil can form when layers of sediment push down on decomposing (A) trees. (B) animals. (C) fungi. (D) algae.","Over a long time, oil can form when layers of sediment push down on decomposing ", trees. , animals. , fungi. , algae.,,"### Over a long time, oil can form when layers of sediment push down on decomposing  (A)  trees.  (B)  animals.  (C)  fungi.  (D)  algae. 
 ### ","4. 

 ### (D)  algae. 

 ### (D)  algae. 

 ### (D)  algae. 


 ### (D)  alg"
121,121,Mercury_7068705,7068705,A,Mercury,Some plants need to be in an environment where water drains easily. Which type of soil content will best benefit these plants? (A) sand (B) shale (C) clay (D) silt,Some plants need to be in an environment where water drains easily. Which type of soil content will best benefit these plants? , sand , shale , clay , silt,,"### Some plants need to be in an environment where water drains easily. Which type of soil content will best benefit these plants?  (A)  sand  (B)  shale  (C)  clay  (D)  silt 
 ### "," (A)  sand 

 ### (A)  sand 

 ### (A)  sand 



 ### (A)  sand 




 ### ("
122,122,TIMSS_2007_8_pg33,pg33,B,TIMSS,An animal has scales and uses only its lungs to exchange gases. What is the animal most likely to be classified as? (A) a fish (B) a reptile (C) a mammal (D) an amphibian,An animal has scales and uses only its lungs to exchange gases. What is the animal most likely to be classified as? , a fish , a reptile , a mammal , an amphibian,,"### An animal has scales and uses only its lungs to exchange gases. What is the animal most likely to be classified as?  (A)  a fish  (B)  a reptile  (C)  a mammal  (D)  an amphibian 
 ### "," a fish 

 ### (B)  a reptile 

 ### (D)  an amphibian 

 ### ("
123,123,Mercury_SC_400610,400610,C,Mercury,Evidence of organisms that lived on Earth a long time ago would most likely be found in (A) crystals. (B) lava. (C) sedimentary rock. (D) metamorphic rock.,Evidence of organisms that lived on Earth a long time ago would most likely be found in , crystals. , lava. , sedimentary rock. , metamorphic rock.,,"### Evidence of organisms that lived on Earth a long time ago would most likely be found in  (A)  crystals.  (B)  lava.  (C)  sedimentary rock.  (D)  metamorphic rock. 
 ### ","4. 

 ### 4. 


 ### 4. 



 ### 4. 




 ### 4. "
124,124,Mercury_7213045,7213045,B,Mercury,"As temperatures increase, which process is responsible for increasing the amount of water vapor in the atmosphere? (A) ionization (B) evaporation (C) respiration (D) condensation","As temperatures increase, which process is responsible for increasing the amount of water vapor in the atmosphere? ", ionization , evaporation , respiration , condensation,,"### As temperatures increase, which process is responsible for increasing the amount of water vapor in the atmosphere?  (A)  ionization  (B)  evaporation  (C)  respiration  (D)  condensation 
 ### ","ionization 

 ### (A) ionization 

 ### (C) respiration 

 ### (D) condensation 

 ### (D) condensation 

"
125,125,Mercury_SC_409682,409682,C,Mercury,Joey is making breakfast and pours a glass of milk over a bowl of dry cereal. Which best describes what Joey made for breakfast? (A) element (B) compound (C) mixture (D) solution,Joey is making breakfast and pours a glass of milk over a bowl of dry cereal. Which best describes what Joey made for breakfast? , element , compound , mixture , solution,,"### Joey is making breakfast and pours a glass of milk over a bowl of dry cereal. Which best describes what Joey made for breakfast?  (A)  element  (B)  compound  (C)  mixture  (D)  solution 
 ### "," element 

 ### (D)  solution 

 ### (D)  solution 

 ### (D)  solution 


 ### (D) "
126,126,ACTAAP_2013_7_14,14,D,ACTAAP,Sodium chloride is formed when sodium and chlorine chemically combine. Which term best describes sodium chloride? (A) mixture (B) element (C) solution (D) compound,Sodium chloride is formed when sodium and chlorine chemically combine. Which term best describes sodium chloride? , mixture , element , solution , compound,,"### Sodium chloride is formed when sodium and chlorine chemically combine. Which term best describes sodium chloride?  (A)  mixture  (B)  element  (C)  solution  (D)  compound 
 ### ","
 ### (A) mixture 
 ### (A) mixture 
 ### (A) mixture 


 ### (A) mixture 


 ### (A) mixture 
"
127,127,Mercury_7207078,7207078,C,Mercury,The temperatures in space vary from extremely cold to extremely hot. Earth's surface temperature is relatively stable. Which of these is most responsible for Earth's surface temperatures? (A) solar radiation reflected from the Moon (B) many volcanic eruptions near the Ring of Fire (C) the greenhouse effect in the atmosphere (D) plankton distribution in shallow ocean waters,The temperatures in space vary from extremely cold to extremely hot. Earth's surface temperature is relatively stable. Which of these is most responsible for Earth's surface temperatures? , solar radiation reflected from the Moon , many volcanic eruptions near the Ring of Fire , the greenhouse effect in the atmosphere , plankton distribution in shallow ocean waters,,"### The temperatures in space vary from extremely cold to extremely hot. Earth's surface temperature is relatively stable. Which of these is most responsible for Earth's surface temperatures?  (A)  solar radiation reflected from the Moon  (B)  many volcanic eruptions near the Ring of Fire  (C)  the greenhouse effect in the atmosphere  (D)  plankton distribution in shallow ocean waters 
 ### ","



"
128,128,MSA_2012_8_29,29,A,MSA,"Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it (A) reduces air pollution (B) increases biodiversity (C) reduces sound pollution (D) increases ozone emissions","Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it ", reduces air pollution , increases biodiversity , reduces sound pollution , increases ozone emissions,,"### Ethanol is a type of alcohol made from plants. Sugarcane and corn, which are both used in foods such as cereals and breads, are used to make ethanol. Burning ethanol provides a clean source of energy because the products of ethanol are water and carbon dioxide. Therefore, mixing ethanol with gasoline reduces harmful waste products. In the 1970s, many Brazilians drove cars with engines that used an ethanol gasoline mixture. This alternative fuel conserved the limited supply of gasoline available at that time. In the 1990s, gasoline became cheaper than ethanol, and Brazilians returned to driving more gasoline-fueled cars. Recently, Brazilians started driving more cars that use an ethanol-gasoline mixture. Ethanol is a good alternative fuel because it  (A)  reduces air pollution  (B)  increases biodiversity  (C)  reduces sound pollution  (D)  increases ozone emissions 
 ### ", (
129,129,Mercury_402093,402093,A,Mercury,A dog rolls over and receives a treat. The dog rolls over again. This is an example of (A) learned behavior. (B) adaptive behavior. (C) inherited behavior. (D) instinctive behavior.,A dog rolls over and receives a treat. The dog rolls over again. This is an example of , learned behavior. , adaptive behavior. , inherited behavior. , instinctive behavior.,,"### A dog rolls over and receives a treat. The dog rolls over again. This is an example of  (A)  learned behavior.  (B)  adaptive behavior.  (C)  inherited behavior.  (D)  instinctive behavior. 
 ### ","4. 2022-02-13T15:31:00-0500 

 ### 4. 202"
130,130,Mercury_178553,178553,D,Mercury,Which type of matter can be separated by physical means? (A) atom (B) element (C) compound (D) mixture,Which type of matter can be separated by physical means? , atom , element , compound , mixture,,"### Which type of matter can be separated by physical means?  (A)  atom  (B)  element  (C)  compound  (D)  mixture 
 ### ","
 ### (D)  mixture 

 ### (D) mixture 

 ### (D) mixture 


 ### (D) mixture 


 ### (D) mixture 



 ### (D) mixture 



 ### ("
131,131,Mercury_7211505,7211505,A,Mercury,Chloroplasts absorb light energy. The function of the chloroplast is to (A) synthesize sugars. (B) synthesize proteins. (C) transform sugar into cellular energy. (D) transform proteins into useful nutrients.,Chloroplasts absorb light energy. The function of the chloroplast is to , synthesize sugars. , synthesize proteins. , transform sugar into cellular energy. , transform proteins into useful nutrients.,,"### Chloroplasts absorb light energy. The function of the chloroplast is to  (A)  synthesize sugars.  (B)  synthesize proteins.  (C)  transform sugar into cellular energy.  (D)  transform proteins into useful nutrients. 
 ### "," (D)  transform proteins into useful nutrients. 
 ### (D)  transform proteins into useful nut"
132,132,Mercury_7166390,7166390,D,Mercury,Louis was investigating physical and chemical changes in matter. Which of these changes that Louis found involves a chemical change in matter? (A) evaporation of water (B) grinding of rock (C) melting of ice (D) rusting of iron,Louis was investigating physical and chemical changes in matter. Which of these changes that Louis found involves a chemical change in matter? , evaporation of water , grinding of rock , melting of ice , rusting of iron,,"### Louis was investigating physical and chemical changes in matter. Which of these changes that Louis found involves a chemical change in matter?  (A)  evaporation of water  (B)  grinding of rock  (C)  melting of ice  (D)  rusting of iron 
 ### ","icy melting 

 ### (A)  evaporation of water 

 ### (A)  evaporation of water 

"
133,133,ACTAAP_2014_7_4,4,A,ACTAAP,Which statement best describes the development of a human embryo? (A) A single cell becomes many cells. (B) Each cell has a different function. (C) Many cells combine to form one cell. (D) All the cells have the same function.,Which statement best describes the development of a human embryo? , A single cell becomes many cells. , Each cell has a different function. , Many cells combine to form one cell. , All the cells have the same function.,,"### Which statement best describes the development of a human embryo?  (A)  A single cell becomes many cells.  (B)  Each cell has a different function.  (C)  Many cells combine to form one cell.  (D)  All the cells have the same function. 
 ### "," (D)  All the cells have the same function. 
 ### (D)  All the cells have the same function. 
 ### ("
134,134,Mercury_7068985,7068985,C,Mercury,The symptoms of strep throat infection are a red and swollen throat. What is the most likely cause of strep throat? (A) eating raw vegetables (B) drinking lemonade (C) invading bacteria (D) running in cold weather,The symptoms of strep throat infection are a red and swollen throat. What is the most likely cause of strep throat? , eating raw vegetables , drinking lemonade , invading bacteria , running in cold weather,,"### The symptoms of strep throat infection are a red and swollen throat. What is the most likely cause of strep throat?  (A)  eating raw vegetables  (B)  drinking lemonade  (C)  invading bacteria  (D)  running in cold weather 
 ### ","4. running in cold weather 

 ### 4. running in cold weather 

 ### 4"
135,135,AKDE&ED_2008_8_20,20,C,Alaska Department of Education and Early Development,What is a primary role of decomposers in an ecosystem? (A) They eliminate matter by taking nitrogen from the ecosystem. (B) They eliminate matter by taking phosphorus from the ecosystem. (C) They cycle matter by returning carbon and other matter to the ecosystem. (D) They cycle matter by returning oxygen and other matter to the ecosystem.,What is a primary role of decomposers in an ecosystem? , They eliminate matter by taking nitrogen from the ecosystem. , They eliminate matter by taking phosphorus from the ecosystem. , They cycle matter by returning carbon and other matter to the ecosystem. , They cycle matter by returning oxygen and other matter to the ecosystem.,,"### What is a primary role of decomposers in an ecosystem?  (A)  They eliminate matter by taking nitrogen from the ecosystem.  (B)  They eliminate matter by taking phosphorus from the ecosystem.  (C)  They cycle matter by returning carbon and other matter to the ecosystem.  (D)  They cycle matter by returning oxygen and other matter to the ecosystem. 
 ### ", (
136,136,Mercury_7041300,7041300,D,Mercury,"Clear cutting of old growth forests in Oregon provides lumber for housing. In the process of clear cutting, plant diversity decreases and some organisms are pushed to extinction. Clear cutting is an example of (A) a change in aquatic conditions. (B) a change in societal conditions. (C) a change in atmospheric conditions. (D) a change in environmental conditions.","Clear cutting of old growth forests in Oregon provides lumber for housing. In the process of clear cutting, plant diversity decreases and some organisms are pushed to extinction. Clear cutting is an example of ", a change in aquatic conditions. , a change in societal conditions. , a change in atmospheric conditions. , a change in environmental conditions.,,"### Clear cutting of old growth forests in Oregon provides lumber for housing. In the process of clear cutting, plant diversity decreases and some organisms are pushed to extinction. Clear cutting is an example of  (A)  a change in aquatic conditions.  (B)  a change in societal conditions.  (C)  a change in atmospheric conditions.  (D)  a change in environmental conditions. 
 ### ",4. a
137,137,Mercury_LBS10287,LBS10287,D,Mercury,"Which of these correctly lists Earth's layers in order from the center to the surface? (A) outer core, inner core, asthenosphere, lithosphere (B) asthenosphere, lithosphere, outer core, inner core (C) inner core, asthenosphere, lithosphere, outer core (D) inner core, outer core, asthenosphere, lithosphere",Which of these correctly lists Earth's layers in order from the center to the surface? ," outer core, inner core, asthenosphere, lithosphere "," asthenosphere, lithosphere, outer core, inner core "," inner core, asthenosphere, lithosphere, outer core "," inner core, outer core, asthenosphere, lithosphere",,"### Which of these correctly lists Earth's layers in order from the center to the surface?  (A)  outer core, inner core, asthenosphere, lithosphere  (B)  asthenosphere, lithosphere, outer core, inner core  (C)  inner core, asthenosphere, lithosphere, outer core  (D)  inner core, outer core, asthenosphere, lithosphere 
 ### ","
"
138,138,AKDE&ED_2008_8_43,43,D,Alaska Department of Education and Early Development,Charles Darwin made a number of observations and inferences during his travels. He studied island finches during a long period of time. Which statement is an inference? (A) Individual birds have different colored feathers. (B) Island finches have a large number of offspring. (C) Individual birds of an island finch species have many differences. (D) Island finches share a common ancestry with mainland finch species.,Charles Darwin made a number of observations and inferences during his travels. He studied island finches during a long period of time. Which statement is an inference? , Individual birds have different colored feathers. , Island finches have a large number of offspring. , Individual birds of an island finch species have many differences. , Island finches share a common ancestry with mainland finch species.,,"### Charles Darwin made a number of observations and inferences during his travels. He studied island finches during a long period of time. Which statement is an inference?  (A)  Individual birds have different colored feathers.  (B)  Island finches have a large number of offspring.  (C)  Individual birds of an island finch species have many differences.  (D)  Island finches share a common ancestry with mainland finch species. 
 ### ",2
139,139,Mercury_7092365,7092365,B,Mercury,The theory of plate tectonics provides the current explanation for the way in which (A) stars change. (B) continents move. (C) rocks are formed. (D) tides are produced.,The theory of plate tectonics provides the current explanation for the way in which , stars change. , continents move. , rocks are formed. , tides are produced.,,"### The theory of plate tectonics provides the current explanation for the way in which  (A)  stars change.  (B)  continents move.  (C)  rocks are formed.  (D)  tides are produced. 
 ### ","2. 

 ### 4. 

 ### 4. 


 ### 4. 



 ### 4. 




 ### "
140,140,Mercury_SC_400679,400679,B,Mercury,Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating? (A) texture (B) hardness (C) color (D) streak,Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating? , texture , hardness , color , streak,,"### Some students have gathered a collection of rock samples from the school yard to study. They scraped the rocks against a piece of quartz from the school lab. Which property of minerals are the students investigating?  (A)  texture  (B)  hardness  (C)  color  (D)  streak 
 ### "," (A)  texture 

 ### (A)  texture 

 ### (A)  texture"
